,full_name,name,symbol,Name_197,fuzz_socre1,fuzz_socre2
18782,Hundsun Technologies Inc,Hundsun Tech,600570,HUNDSUN TECHNOLOGIES INC-A,96,63
3765,JB Hunt Transport Services Inc,JB Hunt,JBHT,HUNT (JB) TRANSPRT SVCS INC,91,44
3379,Huntington Bancshares Incorporated,Huntington Bancshares,HBAN,HUNTINGTON BANCSHARES,76,100
10432,Huntington Bancshares Inc,Huntington Bancshares,HBAN,HUNTINGTON BANCSHARES,91,100
17792,Huon Aquaculture Group Ltd,Huon Aquaculture Group Ltd,HUO,HUON AQUACULTURE GROUP LTD,100,100
4459,Hurco Companies Inc,Hurco,HURC,HURCO COMPANIES INC,100,42
4460,Huron Consulting Group Inc,Huron,HURN,HURON CONSULTING GROUP INC,100,32
6642,Hutchison China MediTech Ltd,Hutchison China MediTech,HCM,HUTCHISON CHINA MEDITECH-ADR,86,92
6502,HV Bancorp Inc,HV Bancorp,HVBC,HV BANCORP INC,100,83
22343,Hybrid Kinetic Group Ltd,Hybrid Kinetic,1188,HYBRID KINETIC GROUP LTD,100,74
22091,Hydoo International Holding Ltd,Hydoo Int,1396,HYDOO INTERNATIONAL HOLDING,93,50
11734,Hydratec Industries NV,Hydratec,HYDRA,HYDRATEC INDUSTRIES NV,100,53
16591,Hydrodec Group PLC,Hydrodec,HYR,HYDRODEC GROUP PLC,100,62
1634,Hyduke Energy Services Inc,Hyduke Energy Services,HYD,HYDUKE ENERGY SERVICES INC,100,92
7277,HyreCar Inc,HyreCar,HYRE,HYRECAR INC,100,78
21769,Hysan Development Co Ltd,Hysan Development,0014,HYSAN DEVELOPMENT CO,91,92
1242,IBC Advanced Alloys Corp,IBC Advanced Alloys,IB,IBC ADVANCED ALLOYS CORP,100,88
25460,Ibiden Co Ltd,Ibiden Co Ltd,4062,IBIDEN CO LTD,100,100
5006,Ibio Inc,Ibio,IBIO,IBIO INC,100,67
16830,Ibstock PLC,Ibstock PLC,IBST,IBSTOCK PLC,100,100
9161,ICADE,ICADE,ICAD,ICADE,100,100
4480,Icahn Enterprises LP,Icahn Enterprises,IEP,ICAHN ENTERPRISES LP,100,92
7342,ICC Holdings Inc,ICC Holding,ICCH,ICC HOLDINGS INC,100,81
4473,ICF International Inc,ICF International,ICFI,ICF INTERNATIONAL INC,100,89
16383,ICG Enterprise Trust PLC,ICG Enterprise,ICGT,ICG ENTERPRISE TRUST PLC,100,74
27067,Ichibanya Co Ltd,Ichibanya Co Ltd,7630,ICHIBANYA CO LTD,100,100
28089,Ichigo Hotel REIT Investment Corp,Ichigo Hotel REIT,3463,ICHIGO HOTEL REIT INVESTMENT,92,76
26934,Ichigo Inc,Ichigo,2337,ICHIGO INC,100,75
27050,Ichikoh Industries Ltd,Ichikoh Industries,7244,ICHIKOH INDUSTRIES LTD,100,90
27131,Ichiyoshi Securities Co Ltd,Ichiyoshi Securities,8624,ICHIYOSHI SECURITIES CO LTD,100,85
6795,Ichor Holdings Ltd,Ichor Holdings,ICHR,ICHOR HOLDINGS LTD,100,88
22311,ICO Group Ltd,ICO Group,1460,ICO GROUP LTD,100,82
27394,Icom Inc,Icom Inc,6820,ICOM INC,100,100
4474,ICON PLC,ICON PLC,ICLR,ICON PLC,100,100
7024,Iconix Brand Group Inc,Iconix Brand,ICON,ICONIX BRAND GROUP INC,100,71
4475,ICU Medical Inc,ICU Medical,ICUI,ICU MEDICAL INC,100,85
5610,IDACORP Inc,IDACORP,IDA,IDACORP INC,100,78
27643,Idea Consultants Inc,Idea Consultants,9768,IDEA CONSULTANTS INC,100,89
26340,Idea International Co Ltd,Idea International,3140,IDEA INTERNATIONAL CO LTD,100,84
27017,IDEC Corp,IDEC Corp,6652,IDEC CORP,100,100
25496,Idemitsu Kosan Co Ltd,Idemitsu Kosan Co Ltd,5019,IDEMITSU KOSAN CO LTD,100,100
4477,Idera Pharmaceuticals Inc,Idera Pharma,IDRA,IDERA PHARMACEUTICALS INC,100,65
23038,IDFC Ltd,IDFC,IDFC,IDFC LTD,100,67
15318,Idorsia Ltd,Idorsia,IDIA,IDORSIA LTD,100,78
17855,Idp Education Ltd,Idp Education Ltd,IEL,IDP EDUCATION LTD,100,100
22731,iDreamSky Technology Holdings Ltd,iDreamSky,1119,IDREAMSKY TECHNOLOGY HOLDING,92,49
9434,Idsud,Idsud,ALIDS,IDSUD,100,100
5005,IEC Electronics Corp,IEC,IEC,IEC ELECTRONICS CORP,100,26
11736,Iex Group NV,Iex Group,IEX,IEX GROUP NV,100,86
7217,iFresh Inc,iFresh Inc,IFMK,IFRESH INC,100,100
15890,IG Group Holdings PLC,IG Group,IGG,IG GROUP HOLDINGS PLC,100,55
26396,IG Port Inc,IG Port,3791,IG PORT INC,100,78
26534,Ihara Science Corp,Ihara Science,5999,IHARA SCIENCE CORP,100,84
7314,iHeartMedia Inc Class A,iHeartMedia A,IHRT,IHEARTMEDIA INC - CLASS A,100,72
25193,IHI Corp.,IHI Corp.,7013,IHI CORP,100,100
4867,IHS Markit Ltd,IHS Markit Ltd,INFO,IHS MARKIT LTD,100,100
25446,Iida Group Holdings Co Ltd,Iida Group Holdings Co Ltd,3291,IIDA GROUP HOLDINGS CO LTD,100,100
27924,Iino Kaiun Kaisha Ltd,Iino Kaiun Kaisha,9119,IINO KAIUN KAISHA LTD,100,89
27385,Ikegami Tsushinki Co Ltd,Ikegami Tsushinki,6771,IKEGAMI TSUSHINKI CO LTD,100,83
29996,Ikegps Group Ltd,Ikegps Group,IKE,IKEGPS GROUP LTD,100,86
11556,illimity Bank SpA,illimity Bank,ILTY,ILLIMITY BANK SPA,100,87
3129,Illinois Tool Works Inc,Illinois Tool Works,ITW,ILLINOIS TOOL WORKS,90,100
2928,Illumina Inc,Illumina,ILMN,ILLUMINA INC,100,80
2072,Imaflex Inc,Imaflex,IFX,IMAFLEX INC,100,78
4514,Image Sensing Systems Inc,Image Sensing,ISNS,IMAGE SENSING SYSTEMS INC,100,68
26286,ImageOne Co Ltd,ImageOne,2667,IMAGEONE CO LTD,100,70
1637,Imaging Dynamics Co Ltd,Imaging Dynamics,IDL,IMAGING DYNAMICS CO LTD,100,82
27257,Imasen Electric Industrial Co Ltd,Imasen Electric Industrial,7266,IMASEN ELECTRIC INDUSTRIAL,88,100
22355,IMAX China Holding Inc,IMAX China,1970,IMAX CHINA HOLDING INC,100,62
10386,Immunodiagnostic Systems Holdings PLC,Immunodiagnostic Systems,IDH,IMMUNODIAGNOSTIC SYSTEMS HLD,86,92
4489,ImmunoGen Inc,ImmunoGen,IMGN,IMMUNOGEN INC,100,82
4492,Immunomedics Inc,Immunomedics,IMMU,IMMUNOMEDICS INC,100,86
16691,ImmuPharma PLC,ImmuPharma,IMM,IMMUPHARMA PLC,100,83
5007,Impac Mortgage Holdings Inc,Impac Mortgage,IMH,IMPAC MORTGAGE HOLDINGS INC.,100,68
17815,Impact Minerals Ltd,Impact Minerals Ltd,IPT,IMPACT MINERALS LTD,100,100
16243,Impax Asset Management Group Plc,Impax Asset Management,IPX,IMPAX ASSET MANAGEMENT GROUP,93,88
16108,Impax Environmental Markets PLC,Impax Environmental,IEM,IMPAX ENVIRONMENTAL MARKETS,93,83
17198,Impedimed Ltd,Impedimed,IPD,IMPEDIMED LTD,100,82
16158,Impellam Group Plc,Impellam,IPEL,IMPELLAM GROUP PLC,100,62
15810,Imperial Brands PLC,Imperial Brands,IMB,IMPERIAL BRANDS PLC,100,88
1243,Imperial Equities Inc.,Imperial Equities,IEI,IMPERIAL EQUITIES INC.,100,89
28832,Imperial Hotel Ltd,Imperial Hotel,9708,IMPERIAL HOTEL LTD,100,88
999,Imperial Oil Ltd,Imperial Oil,IMO,IMPERIAL OIL LTD,100,86
6783,Impinj Inc,Impinj,PI,IMPINJ INC,100,75
17809,Imugene Ltd,Imugene Ltd,IMU,IMUGENE LTD,100,100
27468,Imuraya Group Co Ltd,Imuraya Group,2209,IMURAYA GROUP CO LTD,100,79
26700,IMV Corp,IMV,7760,IMV CORP,100,55
27090,Inabata & Co Ltd,Inabata Co Ltd,8098,INABATA & CO LTD,100,100
27828,Inageya Co Ltd,Inageya Co Ltd,8182,INAGEYA CO LTD,100,100
17796,Inca Minerals Ltd,Inca Minerals Ltd,ICG,INCA MINERALS LTD,100,100
17564,Incentiapay Ltd,Incentiapay,INP,INCENTIAPAY LTD,100,85
15915,Inchcape PLC,Inchcape,INCH,INCHCAPE PLC,100,80
14709,InCoax Networks AB,InCoax Networks,INCOAX,INCOAX NETWORKS AB,100,91
7993,Incyte Corp,Incyte,INCY,INCYTE CORP,100,71
7806,Independence Realty Trust Inc,Independence Realty Trust Inc,IRT,INDEPENDENCE REALTY TRUST IN,98,98
17817,India Resources Ltd,India Resources Ltd,IRL,INDIA RESOURCES LTD,100,100
23907,India Tourism Development Corp Ltd,India Tourism Development,ITDC,INDIA TOURISM DEVELOPMENT,85,100
23017,Indian Oil Corporation Ltd,Indian Oil,IOC,INDIAN OIL CORPORATION LTD,100,56
23453,Indian Oil Corporation Ltd.,Indian Oil,IOC,INDIAN OIL CORPORATION LTD,100,56
17199,Indiana Resources Ltd,Indiana Resources,IDA,INDIANA RESOURCES LTD,100,89
22314,Indigo Star Holdings Ltd,Indigo Star,8373,INDIGO STAR HOLDINGS LTD,100,63
2140,Indiva Ltd,Indiva,NDVA,INDIVA LTD,100,75
16817,Indivior PLC,Indivior PLC,INDV,INDIVIOR PLC,100,100
17810,Indus Energy NL,Indus Energy NL,IND,INDUS ENERGY NL,100,100
28052,Industrial & Infrastructure Fund Investment Corp,Industrial & Infrastructure,3249,INDUSTRIAL & INFRASTRUCTURE,70,100
19120,Industrial Bank Co Ltd,Industrial Bank,601166,INDUSTRIAL BANK CO LTD -A,96,77
17196,Infigen Energy Ltd,Infigen Energy,IFN,INFIGEN ENERGY,88,100
3030,Infineon Technologies AG,Infineon,IFXN,INFINEON TECHNOLOGIES AG,100,50
4496,Infinity Pharmaceuticals Inc,Infinity,INFI,INFINITY PHARMACEUTICALS INC,100,44
26121,Information Services International-Dentsu Ltd,Info Services Intl Dentsu,4812,INFO SERVICES INTL DENTSU,71,100
27218,Infocom Corp,Infocom,4348,INFOCOM CORP,100,74
27192,Infomart Corp,Infomart,2492,INFOMART CORP,100,76
16897,Infomedia Ltd,Infomedia,IFM,INFOMEDIA LTD,100,82
28391,Infonet Inc,Infonet Inc,4444,INFONET INC,100,100
28513,Information Planning Co Ltd,Information Planning,3712,INFORMATION PLANNING CO LTD,100,85
4484,Information Services Group Inc,Information Services,III,INFORMATION SERVICES GROUP,93,87
3324,Infosys Ltd ADR,Infosys ADR,INFY,INFOSYS LTD-SP ADR,91,76
16462,Infrastructure India Plc,Infrastructure India,IIP,INFRASTRUCTURE INDIA PLC,100,91
29994,Infratil Ltd,Infratil,IFT,INFRATIL LTD,100,80
5009,InfuSystem Holdings Inc,InfuSystems,INFU,INFUSYSTEM HOLDINGS INC,100,59
16949,Ingenia Communities Group,Ingenia Communities,INA,INGENIA COMMUNITIES GROUP,100,86
3574,Ingersoll-Rand PLC,Ingersoll-Rand,IR,INGERSOLL-RAND PLC,100,88
6233,Ingevity Corp,Ingevity,NGVT,INGEVITY CORP,100,76
17864,Inghams Group Ltd,Inghams Group,ING,INGHAMS GROUP LTD,100,87
4503,InnerWorkings Inc,InnerWorkings,INWK,INNERWORKINGS INC,100,87
4498,Innodata Inc,Innodata,INOD,INNODATA INC,100,80
15039,Innogy SE,Innogy,INNOG,INNOGY SE,100,80
4506,Innophos Holdings Inc,Innophoss,IPHS,INNOPHOS HOLDINGS INC,100,53
4504,Innospec Inc,Innospec,IOSP,INNOSPEC INC,100,80
28019,Innotech Corp,Innotech Corp,9880,INNOTECH CORP,100,100
28141,Innovation Inc,Innovation,3970,INNOVATION INC,100,83
6551,Innoviva Inc,Innoviva,INVA,INNOVIVA INC,100,80
5011,InnSuites Hospitality Trust,InnSuites Hospitality,IHT,INNSUITES HOSPITALITY TRUST,100,88
7709,Inogen Inc,Inogen Inc,INGN,INOGEN INC,100,100
7146,Inovalon Holdings Inc,Inovalon Holdings Inc,INOV,INOVALON HOLDINGS INC - A,95,95
6556,Inovio Pharmaceuticals Inc,Inovio,INO,INOVIO PHARMACEUTICALS INC,100,38
25190,Inpex Corp.,Inpex Corp.,1605,INPEX CORP,100,100
2002,Input Capital Corp.,Input Capital Corp.,INP,INPUT CAPITAL CORP,100,100
4700,Inseego Corp,Inseego,INSG,INSEEGO CORP,100,74
4687,Insight Enterprises Inc,Insight Enterprises,NSIT,INSIGHT ENTERPRISES INC,100,90
4513,Insignia Systems Inc,Insignia,ISIG,INSIGNIA SYSTEMS INC,100,57
4499,Insmed Inc,Insmed,INSM,INSMED INC,100,75
27211,Insource Co Ltd,Insource,6200,INSOURCE CO LTD,100,70
5567,Insperity Inc,Insperity,NSP,INSPERITY INC,100,82
16724,Inspiration Healthcare Group PLC,Inspiration Healthcare,IHC,INSPIRATION HEALTHCARE GROUP,93,88
1642,Inspiration Mining Corp,Inspiration Mining,ISM,INSPIRATION MINING CORP,100,88
5076,InspireMD Inc,InspireMD,NSPR,INSPIREMD INC,100,82
18931,Inspur Software Co Ltd,Inspur Software,600756,INSPUR SOFTWARE CO LTD-A,96,77
7684,Installed Building Products Inc,Installed Building,IBP,INSTALLED BUILDING PRODUCTS,93,80
4485,Insteel Industries Inc,Insteel Industries,IIIN,INSTEEL INDUSTRIES INC,100,90
16770,Instem PLC,Instem,INS,INSTEM PLC,100,75
10402,Insurance Australia Group Ltd,Insurance Australia Group,IAG,INSURANCE AUSTRALIA GROUP,93,100
26037,Intage Holdings Inc,Intage Holdings Inc,4326,INTAGE HOLDINGS INC,100,100
5545,Integer Holdings Corp,Integer Hld,ITGR,INTEGER HOLDINGS CORP,100,69
4466,Integra LifeSciences Holdings,Integra,IART,INTEGRA LIFESCIENCES HOLDING,98,40
2157,Integra Resources Corp,Integra Resources,ITR,INTEGRA RESOURCES CORP,100,87
7994,Intel Corp,Intel,INTC,INTEL CORP,100,67
37870,Intelicanna Ltd,Intelicanna,INTL,INTELICANNA LTD,100,85
6645,Intellia Therapeutics Inc,Intellia Therapeutics Inc,NTLA,INTELLIA THERAPEUTICS INC,100,100
27629,Intelligent Wave Inc,Intelligent Wave,4847,INTELLIGENT WAVE INC,100,89
4505,Inter Parfums Inc,Inter Parfums,IPAR,INTER PARFUMS INC,100,87
9119,Inter Parfums Inc.,Inter Parfums,IPAR,INTER PARFUMS INC,100,87
1000,Inter Pipeline Ltd,Inter Pipeline,IPL,INTER PIPELINE LTD,100,88
6322,Intercept Pharmaceuticals Inc,Intercept,ICPT,INTERCEPT PHARMACEUTICALS IN,98,49
3067,Intercontinental Exchange Inc,ICE,ICE,INTERCONTINENTAL EXCHANGE,93,7
15786,InterContinental Hotels Group PLC,InterContinental,IHG,INTERCONTINENTAL HOTELS GROU,92,73
4476,InterDigital Inc,InterDigital,IDCC,INTERDIGITAL INC,100,86
4482,Interface Inc,Interface,TILE,INTERFACE INC,100,82
15924,Intermediate Capital Group PLC,Intermediate Capital,ICP,INTERMEDIATE CAPITAL GROUP,93,87
4470,International Bancshares Corporation,International Bancshares,IBOC,INTERNATIONAL BANCSHARES CRP,88,92
22071,International Entertainment Corp,International Entertainment,1009,INTERNATIONAL ENTERTAINMENT,92,100
3641,International Game Technology PLC,IGT,IGT,INTERNATIONAL GAME TECHNOLOG,92,13
16109,International Public Partnership,Intl Public Partnership,INPP,INTERNATIONAL PUBLIC PARTNER,93,75
25454,Internet Initiative Japan Inc,Internet Initiative Japan Inc,3774,INTERNET INITIATIVE JAPAN,93,93
14887,Interroll Holding AG,Interroll Holding AG,INRN,INTERROLL HOLDING AG-REG,91,91
10459,Intertek Group PLC,Intertek,ITRK,INTERTEK GROUP PLC,100,62
28516,Intertrade Co Ltd,Intertrade,3747,INTERTRADE CO LTD,100,74
5382,Interxion Holding NV,Interxion Holding NV,INXN,INTERXION HOLDING NV,100,100
4518,Intevac Inc,Intevac,IVAC,INTEVAC INC,100,78
4501,INTL FCStone Inc,INTL FCStone,INTL,INTL FCSTONE INC,100,86
28319,Intrance Co Ltd,Intrance,3237,INTRANCE CO LTD,100,70
5417,Intrepid Potash Inc,Intrepid Potash,IPI,INTREPID POTASH INC,100,88
3069,Intuit Inc,Intuit,INTU,INTUIT INC,100,75
3320,Intuitive Surgical Inc,Intuitive Surgical,ISRG,INTUITIVE SURGICAL INC,100,90
1646,INV Metals Inc,INV Metals Inc,INV,INV METALS INC,100,100
26757,Invast Securities Co Ltd,Invast Securities,8709,INVAST SECURITIES CO LTD,100,83
6277,Invesco Mortgage Capital Inc,Invesco Mortgage,IVR,INVESCO MORTGAGE CAPITAL,92,80
28061,Invesco Office J-Reit Inc,Invesco Office J-Reit,3298,INVESCO OFFICE J-REIT INC,100,91
46017,Invesco QQQ Trust Series 1,Invesco QQQ Trust Series 1,QQQ,INVESCO QQQ TRUST SERIES 1,100,100
50533,Invesco QQQ Trust,Invesco QQQ Trust Series 1,QQQ,INVESCO QQQ TRUST SERIES 1,79,100
7393,Investar Holding Corp,Investar Holding,ISTR,INVESTAR HOLDING CORP,100,86
17960,Investec Australia Property Fund,Investec Australia,IAP,INVESTEC AUSTRALIA PROPERTY,92,80
17821,Investigator Resources Ltd,Investigator Resources Ltd,IVR,INVESTIGATOR RESOURCES LTD,100,100
4512,Investors Bancorp Inc,Investors Bancorp,ISBC,"INVESTORS BANCORP, INC",100,89
5093,Investors Real Estate Trust,Investors Real Estate,IRET,INVESTORS REAL ESTATE TRUST,100,88
4516,Investors Title Company,Investors Title,ITIC,INVESTORS TITLE CO,88,91
17520,Investsmart Group Ltd,Investsmart Group,INV,INVESTSMART GROUP LTD,100,89
17820,Invigor Group Ltd,Invigor Group Ltd,IVO,INVIGOR GROUP LTD,100,100
28075,Invincible Investment Corp,Invincible,8963,INVINCIBLE INVESTMENT CORP,100,56
17822,Invion Ltd,Invion Ltd,IVX,INVION LTD,100,100
5383,Ion Geophysical Corp,Ion Geophysical,IO,ION GEOPHYSICAL CORP,100,86
17765,Ioneer Ltd,Ioneer,INR,IONEER LTD,100,75
3847,Ionis Pharmaceuticals Inc,Ionis Pharma,IONS,IONIS PHARMACEUTICALS INC,100,65
2082,IOU Financial Inc,IOU Financial Inc,IOU,IOU FINANCIAL INC,100,100
6582,Iovance Biotherapeutics Inc,Iovance Biotherapeutics,IOVA,IOVANCE BIOTHERAPEUTICS INC,100,92
17309,IPB Petroleum Ltd,IPB Petroleum,IPB,IPB PETROLEUM LTD,100,87
3070,IPG Photonics Corp,IPG Photonics,IPGP,IPG PHOTONICS CORP,100,84
9085,Ipsen SA,Ipsen,IPN,IPSEN,77,100
49986,IQ Enhanced Core Bond US,IQ Enhanced Core Bond US,AGGE,IQ ENHANCED CORE BOND US ETF,92,92
4862,Iqvia Holdings Inc,Iqvia,IQV,IQVIA HOLDINGS INC,100,43
27220,IR Japan Holdings Ltd,IR Japan,6035,IR JAPAN HOLDINGS LTD,100,55
22412,IR Resources Ltd,IR Resources,8186,IR RESOURCES LTD,100,86
16951,Iress Ltd,Iress,IRE,IRESS LTD,100,71
4508,Iridium Communications Inc,Iridium,IRDM,IRIDIUM COMMUNICATIONS INC,100,42
27223,Iriso Electronics Co Ltd,Iriso Electronics,6908,IRISO ELECTRONICS CO LTD,100,83
17794,Ironbark Capital Ltd,Ironbark Capital Ltd,IBC,IRONBARK CAPITAL LTD,100,100
17795,Ironbark Zinc Ltd,Ironbark Zinc Ltd,IBG,IRONBARK ZINC LTD,100,100
4511,Ironwood Pharmaceuticals Inc,Ironwood,IRWD,IRONWOOD PHARMACEUTICALS INC,100,44
28533,Ise Chemicals Corp,Ise Chemicals,4107,ISE CHEMICALS CORP,100,84
25524,Iseki & Co Ltd,Iseki & Co Ltd,6310,ISEKI & CO LTD,100,100
17819,Isentia Group Ltd,Isentia Group Ltd,ISD,ISENTIA GROUP LTD,100,100
17799,Isentric Ltd,Isentric Ltd,ICU,ISENTRIC LTD,100,100
25297,Isetan Mitsukoshi Holdings Ltd.,Isetan Mitsukoshi Holdings,3099,ISETAN MITSUKOSHI HOLDINGS L,97,96
27321,Ishihara Chemical Co Ltd,Ishihara Chemical,4462,ISHIHARA CHEMICAL CO LTD,100,83
25457,Ishihara Sangyo Kaisha Ltd,Ishihara Sangyo Kaisha Ltd,4028,ISHIHARA SANGYO KAISHA LTD,100,100
27694,Ishikawa Seisakusho Ltd,Ishikawa Seisakusho,6208,ISHIKAWA SEISAKUSHO LTD,100,90
2171,Isoenergy Ltd,Isoenergy,ISO,ISOENERGY LTD,100,82
27328,Isolite Insulating Products Co Ltd,Isolite Insulating Product,5358,ISOLITE INSULATING PRODUCTS,89,98
5083,Issuer Direct Corp,Issuer Direct Corp,ISDR,ISSUER DIRECT CORP,100,100
5427,istar Inc,istar Inc,STAR,ISTAR INC,100,100
25970,Istyle Inc,Istyle Inc,3660,ISTYLE INC,100,100
25203,"Isuzu Motors, Ltd.",Isuzu Motors,7202,ISUZU MOTORS LTD,100,86
5032,IT Tech Packaging Inc,IT Tech Packaging,ITP,IT TECH PACKAGING INC,100,89
11566,Italian Exhibition Group SpA,Italian Exhibition Group,IEG,ITALIAN EXHIBITION GROUP SPA,100,92
22558,ITC Properties Group Ltd,ITC Properties,0199,ITC PROPERTIES GROUP LTD,100,74
7003,Iteris Inc,Iteris,ITI,ITERIS INC,100,75
27684,ITmedia Inc,ITmedia,2148,ITMEDIA INC.,100,78
25428,Ito En Ltd,Ito En Ltd,2593,ITO EN LTD,100,100
27095,Itochu Enex Co Ltd,Itochu Enex Co Ltd,8133,ITOCHU ENEX CO LTD,100,100
25836,Itochu-Shokuhin Co Ltd,Itochu Shokuhin,2692,ITOCHU-SHOKUHIN CO LTD,100,81
26959,Itoham Yonekyu Holdings Inc,Itoham Yonekyu,2296,ITOHAM YONEKYU HOLDINGS INC,100,68
27507,Itoki Corp,Itoki Corp,7972,ITOKI CORP,100,100
3848,Itron Inc,Itron,ITRI,ITRON INC,100,71
9297,ITS Group,ITS Group,ITS,ITS GROUP,100,100
3617,ITT Inc,ITT,ITT,ITT INC,100,60
4517,Ituran Location and Control Ltd,Ituran,ITRN,ITURAN LOCATION AND CONTROL,93,36
15920,ITV PLC,ITV,ITV,ITV PLC,100,60
17923,Ive Group Ltd,Ive Group Ltd,IGL,IVE GROUP LTD,100,100
26496,Ivy Cosmetics Corp,Ivy Cosmetics,4918,IVY COSMETICS CORP,100,84
27405,Iwasaki Electric Co Ltd,Iwasaki Electric,6924,IWASAKI ELECTRIC CO LTD,100,82
26913,Iwatani Corp,Iwatani Corp,8088,IWATANI CORP,100,100
15943,IWG PLC,IWG,IWG,IWG PLC,100,60
25611,The Iyo Bank Ltd,The Iyo Bank Ltd,8385,IYO BANK LTD/THE,100,100
25600,Izumi Co Ltd,Izumi Co Ltd,8273,IZUMI CO LTD,100,100
25292,"J.Front Retailing Co., Ltd.",J.Front Retailing,3086,J FRONT RETAILING CO LTD,100,83
28785,J Trust Co Ltd,J Trust,8508,J TRUST CO LTD,100,67
4523,j2 Global Inc,j2 Global,JCOM,J2 GLOBAL INC,100,82
26933,Jac Recruitment Co Ltd,Jac Recruitment,2124,JAC RECRUITMENT CO LTD,100,81
4519,Jack In The Box Inc,Jack In The Box,JACK,JACK IN THE BOX INC,100,88
9298,Jacques Bogart SA,Jacques Bogart,JBOG,JACQUES BOGART,90,100
9175,Jacquet Metal Service SA,Jacquet Metal,JCQ,JACQUET METAL SERVICE SA,100,70
2051,Jadestone Energy Inc,Jadestone Energy,JSE,JADESTONE ENERGY INC,100,89
1806,Jaeger Resources Corp,Jaeger Resources,JAEG,JAEGER RESOURCES CORP,100,86
25621,Jafco Co Ltd,Jafco Co Ltd,8595,JAFCO CO LTD,100,100
1463,Jaguar Mining Inc,Jaguar Mining,JAG,JAGUAR MINING INC,100,87
4520,JAKKS Pacific Inc,JAKKS Pacific,JAKK,JAKKS PACIFIC INC,100,87
25840,Jalux Inc,Jalux Inc,2729,JALUX INC,100,100
27262,Jamco Corp,Jamco Corp,7408,JAMCO CORP,100,100
16526,James Fisher & Sons plc,James Fisher & Sons,FSJ,JAMES FISHER & SONS PLC,100,89
16035,James Halstead PLC,James Halstead,JHD,JAMES HALSTEAD PLC,100,88
16878,James Hardie Industries PLC,James Hardie Industries,JHX,JAMES HARDIE INDUSTRIES-CDI,85,92
7339,James River Group Holdings Ltd,James River Group,JRVR,JAMES RIVER GROUP HOLDINGS L,97,76
17824,Jameson Resources Ltd,Jameson Resources Ltd,JAL,JAMESON RESOURCES LTD,100,100
1939,Jamieson Wellness Inc,Jamieson Wellness,JWEL,JAMIESON WELLNESS INC,100,89
19183,Jangho Group Co Ltd,Jangho Group,601886,JANGHO GROUP CO LTD-A,95,73
17783,Janison Education Group Ltd,Janison Education,JAN,JANISON EDUCATION GROUP LTD,100,77
27736,Janome Sewing Machine Co Ltd,Janome Sewing Machine,6445,JANOME SEWING MACHINE CO LTD,100,86
7832,Janus Henderson Group PLC,Janus Henderson,JHG,JANUS HENDERSON GROUP PLC,100,75
17267,Janus Henderson Group PLC DRC,Janus Henderson DRC,JHG,JANUS HENDERSON GROUP PLC,93,77
25404,Japan Airlines Co Ltd,Japan Airlines Co,9201,JAPAN AIRLINES CO LTD,100,89
26927,Japan Airport Terminal Co Ltd,Japan Airport Terminal,9706,JAPAN AIRPORT TERMINAL CO,93,94
27563,Japan Asia Group Ltd,Japan Asia Group,3751,JAPAN ASIA GROUP LTD,100,89
27442,Japan Asia Investment Co Ltd,Japan Asia Investment,8518,"JAPAN ASIA INVESTMENT CO., LTD",100,86
25549,Japan Aviation Electronics Ltd,Japan Aviation Electronics Ltd,6807,JAPAN AVIATION ELECTRONICS,93,93
27002,Japan Cash Machine Co Ltd,Japan Cash Machine,6418,JAPAN CASH MACHINE CO LTD,100,84
27207,Japan Communications Inc,Japan Communications,9424,JAPAN COMMUNICATIONS INC,100,91
27020,Japan Display Inc,Japan Display Inc,6740,JAPAN DISPLAY INC,100,100
28087,Japan Excellent Inc,Japan Excellent,8987,JAPAN EXCELLENT INC,100,88
26920,Japan Exchange Group Inc,Japan Exchange Group,8697,JAPAN EXCHANGE GROUP INC,100,91
25825,Japan Foods Co Ltd,Japan Foods Co Ltd,2599,JAPAN FOODS CO LTD,100,100
25710,Japan Foundation Engineering,Japan Foundation Engineering,1914,JAPAN FOUNDATION ENGINEERING,100,100
2095,Japan Gold Corp,Japan Gold,JG,JAPAN GOLD CORP,100,80
28085,Japan Hotel Reit Investment Corp,Japan Hotel Reit,8985,JAPAN HOTEL REIT INVESTMENT,92,74
28225,Japan Investment Adviser Co Ltd,Japan Investment Adviser,7172,JAPAN INVESTMENT ADVISER CO,93,94
26944,Japan Lifeline Co Ltd,Japan Lifeline,7575,JAPAN LIFELINE CO LTD,100,80
26782,Japan Logistic Systems Corp,Japan Logistic Systems,9060,JAPAN LOGISTIC SYSTEMS CORP,100,90
28078,Japan Logistics Fund Inc,Japan Logistics,8967,"JAPAN LOGISTICS FUND, INC.",100,77
26983,Japan Material Co Ltd,Japan Material,6055,JAPAN MATERIAL CO LTD,100,80
27920,Japan Oil Transportation Co Ltd,Japan Oil Transportation,9074,JAPAN OIL TRANSPORTATION CO,93,94
27184,Japan Post Bank Co Ltd,Japan Post Bank,7182,JAPAN POST BANK CO LTD,100,81
26183,Japan Post Holdings Co Ltd,Japan Post Holdings,6178,JAPAN POST HOLDINGS CO LTD,100,84
27185,Japan Post Insurance Co Ltd,Japan Post Insurance,7181,JAPAN POST INSURANCE CO LTD,100,85
28051,Japan Real Estate Investment Corp,Japan Real Estate,8952,JAPAN REAL ESTATE INVESTMENT,92,76
