Unnamed: 0,Code,ISIN,CUSIP,Sector,Industry,GicSector,GicGroup,GicIndustry,GicSubIndustry
0,IT,US3666511072,366651107,Technology,Information Technology Services,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
0,ITGR,US45826H1095,39153L106,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment
0,ITGR,US45826H1095,39153L106,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment
0,ITI,US46564T1079,46564M102,Technology,Communication Equipment,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
0,ITIC,US4618041069,461804106,Financial Services,Insurance-Specialty,Financials,Insurance,Insurance,Property & Casualty Insurance
0,ITRG,CA45826T3010,,Basic Materials,Other Precious Metals & Mining,,,,
0,ITRI,US4657411066,465741106,Technology,Scientific & Technical Instruments,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
0,ITRM,IE00BF3W0Q35,G6333L101,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals
0,ITRN,IL0010818685,M6158M104,Technology,Communication Equipment,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment
0,ITT,US45073V1089,450679105,Industrials,Specialty Industrial Machinery,Industrials,Capital Goods,Machinery,Industrial Machinery
0,ITW,US4523081093,452308109,Industrials,Specialty Industrial Machinery,Industrials,Capital Goods,Machinery,Industrial Machinery
0,IVAC,US4611481080,461148108,Industrials,Aerospace & Defense,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
0,IVC,US4612031017,461203101,Healthcare,Medical Instruments & Supplies,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment
0,IVDA,US46583A2042,,Industrials,Security & Protection Services,Information Technology,Software & Services,Software,Systems Software
0,IVR,US46131B7047,46131B100,Real Estate,REIT-Mortgage,Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
0,IVZ,BMG491BT1088,46127U104,Financial Services,Asset Management,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks
0,IZEA,US46604H1059,46603N103,Communication Services,Internet Content & Information,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
0,J,US4698141078,469814107,Industrials,Engineering & Construction,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
0,JACK,US4663671091,344839204,Consumer Cyclical,Restaurants,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
0,JAGX,US47010C6075,47008L106,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals
0,JAKK,US47012E4035,47012E106,Consumer Cyclical,Leisure,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
0,JAN,US47089W1045,03814F106,Industrials,Waste Management,Industrials,Commercial & Professional Services,Commercial Services & Supplies,
0,JAZZ,IE00B4Q5ZN47,472147107,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals
0,JBGS,US46590V1008,46590V100,Real Estate,REIT-Office,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
0,JBHT,US4456581077,445658107,Industrials,Integrated Freight & Logistics,Industrials,Transportation,Road & Rail,Trucking
0,JBL,US4663131039,466313103,Technology,Electronic Components,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
0,JBLU,US4771431016,477143101,Industrials,Airlines,Industrials,Transportation,Airlines,Airlines
0,JBT,US4778391049,477839104,Industrials,Specialty Industrial Machinery,Industrials,Capital Goods,Machinery,Industrial Machinery
0,JCI,IE00BY7QL619,000915306,Industrials,Building Products & Equipment,Industrials,Capital Goods,Building Products,Building Products
0,JCTCF,CA47733C2076,47733C207,Basic Materials,Lumber & Wood Production,Industrials,Capital Goods,Building Products,Building Products
0,JD,US47215P1066,47215P106,Consumer Cyclical,Internet Retail,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
0,JEF,US47233W1099,47233W109,Financial Services,Capital Markets,Financials,Diversified Financials,Diversified Financial Services,Multi-Sector Holdings
0,JELD,US47580P1030,47580P103,Industrials,Building Products & Equipment,Industrials,Capital Goods,Building Products,Building Products
0,JFIN,US47737C1045,47737C104,Communication Services,Internet Content & Information,Financials,Diversified Financials,Consumer Finance,Consumer Finance
0,JG,US0518571007,051857100,Technology,Software-Infrastructure,Information Technology,Software & Services,Software,Application Software
0,JHG,JE00BYPZJM29,00BYPZJM2,Financial Services,Asset Management,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks
0,JHG,JE00BYPZJM29,00BYPZJM2,Financial Services,Asset Management,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Banks
0,JHS,US4101231037,410123103,Financial Services,Asset Management,,,,
0,JHX,US47030M1062,47030M106,Basic Materials,Building Materials,Materials,Materials,Construction Materials,Construction Materials
0,JKHY,US4262811015,426281101,Technology,Information Technology Services,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
0,JKS,US47759T1007,47759T100,Technology,Solar,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
0,JLL,US48020Q1076,48020Q107,Real Estate,Real Estate Services,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Services
0,JMIA,US48138M1053,48138M105,Consumer Cyclical,Internet Retail,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
0,JMSB,US47805L1017,Unknown,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,JNCE,US4811161011,481116101,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,JNJ,US4781601046,478160104,Healthcare,Drug Manufacturers-General,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals
0,JNPR,US48203R1041,481905503,Technology,Communication Equipment,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment
0,JNPR,US48203R1041,481905503,Technology,Communication Equipment,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment
0,JOB,US36165A1025,36165A102,Industrials,Staffing & Employment Services,Industrials,Commercial & Professional Services,Professional Services,Human Resource & Employment Services
0,JOE,US7901481009,790148100,Real Estate,Real Estate-Diversified,Real Estate,Real Estate,Real Estate Management & Development,Diversified Real Estate Activities
0,JOUT,US4791671088,479167108,Consumer Cyclical,Leisure,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
0,JPM,US46625H1005,16161A108,Financial Services,Banks-Diversified,Financials,Banks,Banks,Diversified Banks
0,JPM,US46625H1005,16161A108,Financial Services,Banks-Diversified,Financials,Banks,Banks,Diversified Banks
0,JRSH,US47632P1012,47632P101,Consumer Cyclical,Apparel Manufacturing,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
0,JRVR,BMG5005R1079,G5005R107,Financial Services,Insurance-Specialty,Financials,Insurance,Insurance,Property & Casualty Insurance
0,JT,US47738D3098,47738D101,Financial Services,Credit Services,Financials,Diversified Financials,Consumer Finance,Consumer Finance
0,JVA,US1921761052,129176105,Consumer Defensive,Packaged Foods,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
0,JWEL,KYG5194C1015,,Consumer Cyclical,Internet Retail,,,,
0,JWN,US6556641008,655664100,Consumer Cyclical,Department Stores,Consumer Discretionary,Retailing,Multiline Retail,Department Stores
0,K,US4878361082,487836108,Consumer Defensive,Packaged Foods,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
0,K,US4878361082,487836108,Consumer Defensive,Packaged Foods,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
0,KAI,US48282T1043,48282T104,Industrials,Specialty Industrial Machinery,Industrials,Capital Goods,Machinery,Industrial Machinery
0,KALA,US4831191030,483119103,Healthcare,Drug Manufacturers-Specialty & Generic,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals
0,KALU,US4830077040,483007407,Basic Materials,Aluminum,Materials,Materials,Metals & Mining,Aluminum
0,KALV,US4834971032,141384107,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,KAMN,US4835481031,483548103,Industrials,Aerospace & Defense,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors
0,KAR,US48238T1097,48238T109,Consumer Cyclical,Auto & Truck Dealerships,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Diversified Support Services
0,KB,US48241A1051,48241A105,Financial Services,Banks-Regional,Financials,Banks,Banks,Diversified Banks
0,KBAL,US4942741038,494274103,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Industrials,Commercial & Professional Services,Commercial Services & Supplies,Office Services & Supplies
0,KBH,US48666K1097,486168107,Consumer Cyclical,Residential Construction,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
0,KC,US49639K1016,,Technology,Software-Application,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services
0,KDP,US49271V1008,26138E109,Consumer Defensive,Beverages-Non-Alcoholic,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks
0,KE,US49428J1097,49428J109,Industrials,Electrical Equipment & Parts,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
0,KELYA,US4881522084,488152208,Industrials,Staffing & Employment Services,Industrials,Commercial & Professional Services,Professional Services,Human Resource & Employment Services
0,KEN,SG9999012629,Y46717107,Utilities,Utilities-Independent Power Producers,Utilities,Utilities,Independent Power and Renewable Electricity Producers,Independent Power Producers & Energy Traders
0,KEQU,US4928541048,492854104,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment
0,KERN,US00973W1027,00973W102,Healthcare,Health Information Services,Industrials,Commercial & Professional Services,Professional Services,
0,KEX,US4972661064,497266106,Industrials,Marine Shipping,Industrials,Transportation,Marine,Marine
0,KEY,US4932671088,493263107,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,KEYS,US49338L1035,49338L103,Technology,Scientific & Technical Instruments,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
0,KFFB,US4912921081,491292108,Financial Services,Banks-Regional,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
0,KFRC,US4937321010,493732101,Industrials,Staffing & Employment Services,Industrials,Commercial & Professional Services,Professional Services,Human Resource & Employment Services
0,KFS,US4969042021,496904103,Consumer Cyclical,Auto & Truck Dealerships,Financials,Insurance,Insurance,Property & Casualty Insurance
0,KFY,US5006432000,500643200,Industrials,Staffing & Employment Services,Industrials,Commercial & Professional Services,Professional Services,Human Resource & Employment Services
0,KGC,CA4969024047,496902107,Basic Materials,Gold,Materials,Materials,Metals & Mining,Gold
0,KGC,CA4969024047,496902107,Basic Materials,Gold,Materials,Materials,Metals & Mining,Gold
0,KHC,US5007541064,500754106,Consumer Defensive,Packaged Foods,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
0,KIDS,US68752L1008,68752L100,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies
0,KIM,US49446R1095,49446R109,Real Estate,REIT-Retail,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
0,KINS,US4967191051,233065101,Financial Services,Insurance-Property & Casualty,Financials,Insurance,Insurance,Property & Casualty Insurance
0,KIQ,CA48826D2014,48826D201,Industrials,Railroads,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy Trucks
0,KIRK,US4974981056,497498105,Consumer Cyclical,Specialty Retail,Consumer Discretionary,Retailing,Specialty Retail,Homefurnishing Retail
0,KLAC,US4824801009,482480100,Technology,Semiconductor Equipment & Materials,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
0,KLDO,US4833471000,483347100,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals
0,KLR,US4833791035,37518N106,Technology,Software-Application,Information Technology,Software & Services,Software,
0,KLXE,US48253L2051,48253L106,Energy,Oil & Gas Equipment & Services,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
0,KMB,US4943681035,494368103,Consumer Defensive,Household & Personal Products,Consumer Staples,Household & Personal Products,Household Products,Household Products
0,KMDA,IL0010941198,M6240T109,Healthcare,Drug Manufacturers-Specialty & Generic,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,KMI,US49456B1017,49455P101,Energy,Oil & Gas Midstream,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
0,KMPH,US4884452065,488445107,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals
0,KMPR,US4884011002,488396102,Financial Services,Insurance-Property & Casualty,Financials,Insurance,Insurance,Property & Casualty Insurance
0,KMT,US4891701009,489170100,Industrials,Tools & Accessories,Industrials,Capital Goods,Machinery,Industrial Machinery
0,KMX,US1431301027,143130102,Consumer Cyclical,Auto & Truck Dealerships,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail
0,KN,US49926D1090,49449B101,Technology,Communication Equipment,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Components
0,KNDI,US4837091010,483709101,Consumer Cyclical,Auto Parts,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment
0,KNOP,MHY481251012,Y48125101,Industrials,Marine Shipping,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
0,KNSA,BMG5269C1010,G5269C101,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,KNSL,US49714P1084,49714P108,Financial Services,Insurance-Property & Casualty,Financials,Insurance,Insurance,Property & Casualty Insurance
0,KNX,US4990491049,499049104,Industrials,Trucking,Industrials,Transportation,Road & Rail,Trucking
0,KO,US1912161007,191216100,Consumer Defensive,Beverages-Non-Alcoholic,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks
0,KOD,US50015M1099,50015M109,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,KODK,US2774614067,277461406,Industrials,Specialty Business Services,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
0,KOF,US1912411089,191241108,Consumer Defensive,Beverages-Non-Alcoholic,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks
0,KOP,US50060P1066,50060P106,Basic Materials,Specialty Chemicals,Materials,Materials,Chemicals,Commodity Chemicals
0,KOPN,US5006001011,500600101,Technology,Electronic Components,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
0,KORE,US50066V1070,,Communication Services,Telecom Services,,,,
0,KOS,US5006881065,500688106,Energy,Oil & Gas E&P,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
0,KOSS,US5006921085,500692108,Technology,Consumer Electronics,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Consumer Electronics
0,KPTI,US48576U1060,48576U106,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,KR,US5010441013,501044101,Consumer Defensive,Grocery Stores,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail
0,KR,US5010441013,501044101,Consumer Defensive,Grocery Stores,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,Food Retail
0,KRC,US49427F1084,49427F108,Real Estate,REIT-Office,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
0,KREF,US48251K1007,48251K100,Real Estate,REIT-Mortgage,Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
0,KRG,US49803T3005,49803T102,Real Estate,REIT-Retail,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
0,KRNT,IL0011216723,M6372Q113,Industrials,Specialty Industrial Machinery,Industrials,Capital Goods,Machinery,Industrial Machinery
0,KRNY,US48716P1084,487169104,Financial Services,Banks-Regional,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
0,KRO,US50105F1057,50105F105,Basic Materials,Specialty Chemicals,Materials,Materials,Chemicals,Commodity Chemicals
0,KRP,US49435R1023,49435R102,Energy,Oil & Gas E&P,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
0,KRTX,US48576A1007,48576A100,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,
0,KRYS,US5011471027,501147102,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,KSS,US5002551043,500255104,Consumer Cyclical,Department Stores,Consumer Discretionary,Retailing,Multiline Retail,Department Stores
0,KTB,US50050N1037,,Consumer Cyclical,Apparel Manufacturing,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
0,KTCC,US4931441095,493144109,Technology,Computer Hardware,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
0,KTF,US2333681094,233368109,Financial Services,Asset Management,,,,
0,KTN,US22532R1014,22532R101,Financial,Capital Markets,,,,
0,KTOS,US50077B2079,50077B108,Industrials,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
0,KULR,US50125G1094,48271N100,Technology,Electronic Components,,,,
0,KURA,US50127T1097,50127T109,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,KVHI,US4827381017,482738101,Technology,Communication Equipment,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment
0,KW,US4893981070,489398107,Real Estate,Real Estate Services,Real Estate,Real Estate,Real Estate Management & Development,Real Estate Operating Companies
0,KWR,US7473161070,747316107,Basic Materials,Specialty Chemicals,Materials,Materials,Chemicals,Specialty Chemicals
0,KXIN,KYG5223X1007,G2345N102,Consumer Cyclical,Auto & Truck Dealerships,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail
0,KYN,US4866061066,486606106,Financial Services,Asset Management,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
0,KZIA,US48669G1058,48669G105,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,KZR,US49372L1008,49372L100,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,L,US5404241086,540424108,Financial Services,Insurance-Property & Casualty,Financials,Insurance,Insurance,Multi-line Insurance
0,L,US5404241086,540424108,Financial Services,Insurance-Property & Casualty,Financials,Insurance,Insurance,Multi-line Insurance
0,LAB,US34385P1084,,Healthcare,Diagnostics & Research,,,,
0,LAC,CA53680Q2071,53680Q207,Basic Materials,Other Industrial Metals & Mining,Materials,Materials,Metals & Mining,Diversified Metals & Mining
0,LAD,US5367971034,536797103,Consumer Cyclical,Auto & Truck Dealerships,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail
0,LADR,US5057431042,505743104,Real Estate,REIT-Mortgage,Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
0,LAKE,US5117951062,511795106,Consumer Cyclical,Apparel Manufacturing,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
0,LAMR,US5128161099,512815101,Real Estate,REIT-Specialty,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
0,LANC,US5138471033,513847103,Consumer Defensive,Packaged Foods,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
0,LAND,US3765491010,376549101,Real Estate,REIT-Industrial,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
0,LARK,US51504L1070,51504L107,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,LASR,US65487K1007,65487K100,Technology,Semiconductors,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
0,LAUR,US5186132032,518613203,Consumer Defensive,Education & Training Services,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
0,LAZ,BMG540501027,G54050102,Financial Services,Capital Markets,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage
0,LAZY,US52110H1005,52110H100,Consumer Cyclical,Auto & Truck Dealerships,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail
0,LBAI,US5116371007,511637100,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,LBC,US5505501073,550550107,Financial Services,Banks-Regional,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
0,LBRDK,US5303073051,530307305,Communication Services,Telecom Services,Communication Services,Media & Entertainment,Media,Cable & Satellite
0,LBRT,US53115L1044,53115L104,Energy,Oil & Gas Equipment & Services,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
0,LBTYA,GB00B8W67662,530555101,Communication Services,Telecom Services,Communication Services,Media & Entertainment,Media,Integrated Telecommunication Services
0,LC,US52603A2087,52603A109,Financial Services,Credit Services,Financials,Diversified Financials,Consumer Finance,Consumer Finance
0,LCA,US51477A1043,51476X105,Financial Services,Shell Companies,,,,
0,LCI,US5160121019,516012101,Healthcare,Drug Manufacturers-Specialty & Generic,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals
0,LCII,US50189K1034,26168L205,Consumer Cyclical,Recreational Vehicles,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment
0,LCNB,US50181P1003,50181P100,Financial Services,Banks-Regional,Financials,Banks,Banks,Regional Banks
0,LCUT,US53222Q1031,531926103,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Housewares & Specialties
0,LDI,US53946R1068,,Financial Services,Mortgage Finance,,,,
0,LDOS,US5253271028,525327102,Technology,Information Technology Services,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
0,LEA,US5218652049,521865204,Consumer Cyclical,Auto Parts,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment
0,LECO,US5339001068,533543104,Industrials,Tools & Accessories,Industrials,Capital Goods,Machinery,Industrial Machinery
0,LEDS,US8166452040,816645105,Technology,Semiconductors,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
0,LEE,US5237684064,523768109,Communication Services,Publishing,Communication Services,Media & Entertainment,Media,Publishing
0,LEG,US5246601075,524660107,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
0,LEGH,US52472M1018,52472M101,Consumer Cyclical,Residential Construction,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
0,LEJU,US50187J2078,50187J108,Real Estate,Real Estate Services,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
0,LEN,US5260571048,526057104,Consumer Cyclical,Residential Construction,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
0,LEO,US05588W1080,05588W108,Financial Services,Asset Management,,,,
0,LEU,US15643U1043,15643U104,Energy,Uranium,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
0,LFAC,US50202D1028,50200K108,Financial Services,Shell Companies,,,,
0,LFG,US03940F1030,,Utilities,Utilities-Renewable,,,,
0,LFUS,US5370081045,537008104,Technology,Electronic Components,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Components
0,LFVN,US53222K2050,53221T108,Consumer Defensive,Packaged Foods,Consumer Staples,Household & Personal Products,Personal Products,Personal Products
0,LGIH,US50187T1060,50187T106,Consumer Cyclical,Residential Construction,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
0,LGL,US50186A1088,50186A108,Technology,Electronic Components,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Components
0,LGND,US53220K5048,53220K173,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,LGO,CA5170971017,,Basic Materials,Other Industrial Metals & Mining,,,,
0,LH,US50540R4092,50540R102,Healthcare,Diagnostics & Research,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Services
0,LH,US50540R4092,50540R102,Healthcare,Diagnostics & Research,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Services
0,LHC,KYG5463R1020,,Financial Services,Shell Companies,,,,
0,LHCG,US50187A1079,50187A107,Healthcare,Medical Care Facilities,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Services
0,LHX,US5024311095,413875105,Industrials,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense,Communications Equipment
0,LHX,US5024311095,413875105,Industrials,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense,Communications Equipment
0,LIFE,US0021202025,002120103,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
0,LII,US5261071071,526107107,Industrials,Building Products & Equipment,Industrials,Capital Goods,Building Products,Building Products
0,LII,US5261071071,526107107,Industrials,Building Products & Equipment,Industrials,Capital Goods,Building Products,Building Products
0,LIN,IE00BZ12WP82,G5494J103,Basic Materials,Specialty Chemicals,Materials,Materials,Chemicals,Industrial Gases
0,LINC,US5335351004,533535100,Consumer Defensive,Education & Training Services,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
0,LIND,US5352191093,14056V105,Consumer Cyclical,Travel Services,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
0,LINK,US4587513023,458751104,Technology,Electronic Components,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
0,LION,US5362621089,,Financial Services,Shell Companies,,,,
0,LIQT,US53632A2015,53632A102,Industrials,Pollution & Treatment Controls,Industrials,Capital Goods,Machinery,Industrial Machinery
0,LITE,US55024U1097,55024U109,Technology,Communication Equipment,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment
0,LITT,US54141L1008,,Financial Services,Shell Companies,,,,
0,LIVE,US5381423087,538142100,Consumer Cyclical,Home Improvement Retail,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
0,LIVN,GB00BYMT0J19,G5509L101,Healthcare,Medical Devices,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment
0,LIXT,US5393192027,,Healthcare,Biotechnology,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Biotechnology
