Ticker,Name-IB,Country-IB,Exchange-IB,Currency-IB,ISIN-19.7,ISIN-IB
UOS,UNITED OVERSEAS AUSTRALIA,Australia,ASX,AUD,,AU000000UOS4
U11,UNITED OVERSEAS BANK LTD,Singapore,SGX,SGD,,SG1M31001969
U13,UNITED OVERSEAS INSURANCE,Singapore,SGX,SGD,,SG1M91002014
UPS,UNITED PARCEL SERVICE INC,,US Exchange,,,
URI,UNITED RENTALS INC,United States of America,US Exchange,,,
URHG,UNITED RESOURCE HOLDINGS GRO,United States of America,PINK,USD,,
UBFO,UNITED SECURITY BANCSHARE/CA,United States of America,NASDAQ,USD,,
USC,UNITED SILVER CORP,,VALUE,CAD,,
MCDOWELL-,UNITED SPIRITS LTD,India,NSE,INR,,INE854D01024
UAMY,UNITED STATES ANTIMONY CORP,United States of America,AMEX,USD,,
BNO,UNITED STATES BRENT OIL FUND,,ARCA,USD,,
UGA,UNITED STATES GAS FUND LP,,ARCA,USD,,
USOG,UNITED STATES OIL & GAS CORP,,VALUE,USD,,
DNO,UNITED STATES SHORT OIL FUND,,VALUE,USD,,
X,UNITED STATES STEEL CORP,Mexico,US Exchange,,US9129091081,
3222,UNITED SUPER MARKETS HOLDING,Japan,TSEJ,JPY,,JP3949450005
RTX,UNITED TECHNOLOGIES CORP,,US Exchange,,,
UTHR,UNITED THERAPEUTICS CORP,United States of America,NASDAQ,USD,,
8960,UNITED URBAN INVESTMENT CORPORATION,Japan,TSEJ,JPY,,JP3045540006
UNH,UNITEDHEALTH GROUP INC,Mexico,US Exchange,,US91324P1021,
UNIT,UNITI GROUP INC,United States of America,NASDAQ,USD,,
3103,UNITIKA LTD,Japan,TSEJ,JPY,,JP3951200009
UTL,UNITIL CORP,United States of America,NYSE,USD,,
UNTY,UNITY BANCORP INC,United States of America,NASDAQ,USD,,
UBX,UNITY BIOTECHNOLOGY INC,United States of America,NASDAQ,USD,,
UNITY,UNITY INFRAPROJECTS LTD,India,NSE,INR,,
7254,UNIVANCE CORP,Japan,TSEJ,JPY,JP3821400003,JP3821400003
UNVR,UNIVAR SOLUTIONS INC,Mexico,NYSE,USD,,
6425,UNIVERSAL ENTERTAINMENT CORP,Japan,TSEJ,JPY,JP3126130008,JP3126130008
UHS,UNIVERSAL HEALTH SVCS INC,,US Exchange,,,
USAP,UNIVERSAL STAINLESS & ALLOY,United States of America,NASDAQ,USD,,
1046,UNIVERSE ENTERTAINMENT & CULTU,Hong Kong,SEHK,HKD,,
UNIB,UNIVERSITY BANCORP INC,United States of America,PINK,USD,,
UVSP,UNIVEST FINANCIAL CORP,United States of America,NASDAQ,USD,,
UNVO,UNIVO PHARMACEUTICALS,Israel,TASE,ILS,,IL0010935588
3258,UNIZO HOLDINGS CO LTD,,VALUE,JPY,,
UNS,UNS ENERGY CORP,,VALUE,USD,,
UNM,UNUM GROUP,United States of America,US Exchange,,,
UMRX,UNUM THERAPEUTICS INC,United States of America,NASDAQ,USD,,
1D1,UNUSUAL LTD,Singapore,SGX,SGD,,SG1DF5000004
U10,UOB-KAY HIAN HOLDINGS LTD,Singapore,SGX,SGD,,SG1J21887414
CFM,UOL GROUP LTD-A,,VALUE,SGD,,
UPCO,UPCO INTERNATIONAL INC,Canada,PURE,CAD,,
UPD,UPDATER INC,,VALUE,AUD,,
UPL,UPL LTD,India,NSE,INR,,INE628A01036
UPLD,UPLAND SOFTWARE INC,United States of America,NASDAQ,USD,,
UPNT,UPLIFT NUTRITION INC,,VALUE,USD,,
UP,UPSNAP INC/CANADA,Canada,PURE,CAD,,
UPWK,UPWORK INC,United States of America,NASDAQ,USD,,
UQM,UQM TECHNOLOGIES INC,,VALUE,USD,,
URZ,URANERZ ENERGY CORP,,VALUE,USD,,
UEC,URANIUM ENERGY CORP,United States of America,AMEX,USD,,
URPTF,URANIUM PARTICIPATION CORP,United States of America,PINK,USD,,
UVN,URAVAN MINERALS INC.,Canada,VENTURE,CAD,,
URBN,URBAN OUTFITTERS INC,United States of America,US Exchange,,,
URB,URBANA CORP,Canada,TSE,CAD,,
UFC,URBANFUND CORP.,Canada,VENTURE,CAD,,
UGM,URBANGOLD MINERALS INC,Canada,VENTURE,CAD,,
UI,URBANIMMERSIVE INC,Canada,VENTURE,CAD,,
URGP,URIGEN PHARMACEUTICALS INC,,VALUE,USD,,
URJA,URJA GLOBAL LTD,India,NSE,INR,,INE550C01020
URGN,UROGEN PHARMA LTD,United States of America,NASDAQ,USD,,
ULGX,UROLOGIX INC,United States of America,PINK,USD,,
UROV,UROVANT SCIENCES LTD,United States of America,NASDAQ,USD,,
UBA,URSTADT BIDDLE - CLASS A,United States of America,NYSE,USD,,
UBP,URSTADT BIDDLE PROPERTIES,United States of America,NYSE,USD,,
UR,URTHECAST CORP,Canada,TSE,CAD,,
URU,URU METALS LTD,United Kingdom,LSE,GBP,VGG930042012,
LCC,US AIRWAYS GROUP INC,,VALUE,USD,,
PRTS,US AUTO PARTS NETWORK INC,United States of America,NASDAQ,USD,,
UZC,US CELLULAR CORP,United States of America,NYSE,USD,,
UZC,US CELLULAR CORP,United States of America,NYSE,USD,,
UZC,US CELLULAR CORP,United States of America,NYSE,USD,,
USCR,US CONCRETE INC,United States of America,NASDAQ,USD,,
AFH,US ECOLOGY INC,Germany,FWB2,EUR,,
USEI,US ENERGY INITIATIVES CORP I,United States of America,PINK,USD,,
FTU,US FINANCIAL 15 SPLIT CORP-A,Canada,TSE,CAD,,
USFD,US FOODS HOLDING CORP,Mexico,NYSE,USD,,
HTM,US GEOTHERMAL INC,,VALUE,USD,,
USLG,US LIGHTING GROUP INC,United States of America,PINK,USD,,
USNL,US NATIONAL TELECOM INC,,VALUE,USD,,
UNG,US NATURAL GAS FUND LP,,MEXI,MXN,,
UCLE,US NUCLEAR CORP,United States of America,PINK,USD,,
USPR,US PRECIOUS METALS INC,,VALUE,USD,,
USR,US RESIDENTIAL FUND,,VALUE,AUD,,
SLCA,US SILICA HOLDINGS INC,United States of America,NYSE,USD,,
USFP,US SOLAR FUND PLC,United Kingdom,LSE,USD,,
USFP,US SOLAR FUND PLC,United Kingdom,LSE,GBP,,GB00BJCWFX49
USRM,US STEM CELL INC,United States of America,PINK,USD,,
USWS,US WELL SERVICES INC,United States of America,NASDAQ,USD,,
USWF,US WIND FARMING INC,United States of America,PINK,USD,,
USX,US XPRESS ENTERPRISES INC -A,United States of America,NYSE,USD,,
USAT,USA TECHNOLOGIES INC,United States of America,PINK,USD,,
USAK,USA TRUCK INC,United States of America,NASDAQ,USD,,
USNA,USANA HEALTH SCIENCES INC,United States of America,NYSE,USD,,
UCM,USCOM LTD,Australia,ASX,AUD,,AU000000UCM2
9418,USEN-NEXT HOLDINGS CO LTD,Japan,TSEJ,JPY,,JP3944640006
3984,USER LOCAL INC,Japan,TSEJ,JPY,JP3944410004,JP3944410004
USG,USG CORP,,VALUE,USD,,
UMESLTD,USHA MARTIN EDUCATION & SOLU,India,NSE,INR,,INE240C01028
USHERAGRO,USHER AGRO LTD,,VALUE,INR,,
6925,USHIO INC,Japan,TSEJ,JPY,JP3156400008,JP3156400008
USIO,USIO INC,United States of America,NASDAQ,USD,,
OSP2,USU SOFTWARE AG,Germany,IBIS,EUR,,DE000A0BVU28
2146,UT GROUP CO LTD,Japan,TSEJ,JPY,JP3949500007,JP3949500007
UTMD,UTAH MEDICAL PRODUCTS INC,United States of America,NASDAQ,USD,,
UTGN,UTG INC,United States of America,PINK,USD,,
UEM,UTILICO EMERGING MARKETS TRU,United Kingdom,LSE,GBP,,GB00BD45S967
XLU,UTILITIES SELECT SECTOR SPDR,,ARCA,USD,,
UTSI,UTSTARCOM HOLDINGS CORP,Mexico,NASDAQ,USD,KYG9310A1141,
UTTAMSTL,UTTAM GALVA STEELS LTD,India,NSE,INR,,INE699A01011
UTTAMSUGA,UTTAM SUGAR MILLS LTD,India,NSE,INR,,INE786F01031
UVSL,UTTAM VALUE STEELS LTD,India,NSE,INR,,
UVFT,UV FLU TECHNOLOGIES INC,United States of America,PINK,USD,,
UWHR,UWHARRIE CAPITAL CORP,United States of America,PINK,USD,,
UXIN,UXIN LTD - ADR,United States of America,NASDAQ,USD,,
3966,UZABASE INC,Japan,TSEJ,JPY,JP3944390008,JP3944390008
VGID,V GROUP INC,United States of America,PINK,USD,,
7717,V TECHNOLOGY CO LTD,Japan,TSEJ,JPY,JP3829900004,JP3829900004
600300,V V FOOD & BEVERAGE CO-A,China,SEHKNTL,CNH,,CNE000001378
3681,V-CUBE INC,Japan,TSEJ,JPY,JP3829750003,JP3829750003
WABAG,VA TECH WABAG LTD,India,NSE,INR,,INE956G01038
EGY,VAALCO ENERGY INC,Germany,NYSE,USD,US91851C2017,
VCEX,VACCEX INC,United States of America,PINK,USD,,
VCNX,VACCINEX INC,United States of America,NASDAQ,USD,,
VGEN,VACCINOGEN INC,,VALUE,USD,,
VADILALIN,VADILAL INDUSTRIES LIMITED,India,NSE,INR,,INE694D01016
VAIBHAVGB,VAIBHAV GLOBAL LIMITED,India,NSE,INR,,INE884A01027
MTN,VAIL RESORTS INC,United States of America,NYSE,USD,,
VAKRANGEE,VAKRANGEE LTD,India,NSE,INR,,INE051B01021
VLRT,VALARTIS GROUP AG-BR,Switzerland,EBS,CHF,,CH0367427686
VCI,VALASSIS COMMUNICATIONS INC,,VALUE,USD,,
VLCO,VALCOM INC,,VALUE,USD,,
VALE,VALE SA-SP ADR,United States of America,NYSE,USD,,
VNR,VALENER INC,,VALUE,CAD,,
FKEK,VALENS HOLDING AG,Germany,FWB,EUR,,DE000A2TSM88
VLBI,VALENTINE BEAUTY INC,,VALUE,USD,,
VPH,VALEO PHARMA INC,Canada,PURE,CAD,,
VLRXQ,VALERITAS HOLDINGS INC,United States of America,PINK,USD,,
VLO,VALERO ENERGY CORP,United States of America,US Exchange,,,
VLP,VALERO ENERGY PARTNERS LP,,VALUE,USD,,
VLU,VALEURA ENERGY INC,United Kingdom,LSE,GBP,,
VLDI,VALIDIAN CORP,United States of America,PINK,USD,,
VR,VALIDUS HOLDINGS LTD,,VALUE,USD,,
VLY,VALLEY NATIONAL BANCORP,United States of America,NASDAQ,USD,,
VLY,VALLEY NATIONAL BANCORP,United States of America,NASDAQ,USD,,
VLY,VALLEY NATIONAL BANCORP,United States of America,NASDAQ,USD,,
VLLX,VALLEY REPUBLIC BANCORP,United States of America,PINK,USD,,
WPC,VALLIANZ HOLDINGS LTD,Singapore,SGX,SGD,,SGXE15078822
VMX,VALMEC LTD,Australia,ASX,AUD,,
VMRI,VALMIE RESOURCES INC,United States of America,PINK,USD,,
VMI,VALMONT INDUSTRIES,United States of America,NYSE,USD,,
9956,VALOR HOLDINGS CO LTD,Japan,TSEJ,JPY,,JP3778400006
VAL,VALOR RESOURCES LTD,Australia,ASX,AUD,AU000000VAL6,AU000000VAL6
VLON,VALORA HOLDING AG-REG,Germany,FWB,EUR,,CH0002088976
VO,VALORE METALS CORP,Canada,VENTURE,CAD,CA92025V1094,
VRO,VALORO RESOURCES INC,,VALUE,CAD,,
VIN,VALUE AND INCOME TRUST PLC,United Kingdom,LSE,GBP,,
VEII,VALUE EXCHANGE INTERNATIONAL,United States of America,PINK,USD,,
VALU,VALUE LINE INC,United States of America,NASDAQ,USD,,
0806,VALUE PARTNERS GROUP LTD,Hong Kong,SEHK,HKD,KYG931751005,
2491,VALUECOMMERCE CO LTD,Japan,TSEJ,JPY,JP3778390009,JP3778390009
T6I,VALUEMAX GROUP LTD,Singapore,SGX,SGD,,SG2G29997704
VSTR,VALUESETTERS INC,United States of America,PINK,USD,,
BN2,VALUETRONICS HOLDINGS LTD,Singapore,SGX,SGD,,
VVV,VALVOLINE INC,United States of America,NYSE,USD,,
VANL,VAN ELLE HOLDINGS PLC,United Kingdom,LSE,GBP,,GB00BYX4TP46
VONE,VANADIUM ONE IRON CORP,Canada,VENTURE,CAD,,
VRB,VANADIUMCORP RESOURCE INC,Canada,VENTURE,CAD,,
VNDA,VANDA PHARMACEUTICALS INC,United States of America,NASDAQ,USD,,
OUNZ,VANECK MERK GOLD TRUST,,ARCA,USD,,
SMH,VANECK SEMICONDUCTOR,,MEXI,MXN,,
KWT,VANECK VECTORS SOLAR ENERGY,,VALUE,USD,,
VAN,VANGO MINING LTD,Australia,ASX,AUD,,AU000000VAN2
VGLD,VANGOLD MINING CORP,Canada,VENTURE,CAD,,
VDE,VANGUARD ENERGY ETF,,ARCA,USD,,
2805,VANGUARD FTSE ASIA EXJ I-ETF,,SEHK,HKD,,
VHT,VANGUARD HEALTH CARE ETF,,ARCA,USD,,
VHS,VANGUARD HEALTH SYSTEMS INC,,VALUE,USD,,
VYC.H,VANITY CAPITAL INC,Canada,VENTURE,CAD,,
1036,VANKE OVERSEAS INVESTMENT HOL,Hong Kong,SEHK,HKD,,
VNSN,VANSEN PHARMA INC,,VALUE,USD,,
VSR,VANSTAR MINING RESOURCES INC,Canada,VENTURE,CAD,,
VTGDF,VANTAGE DRILLING CO,United States of America,PINK,USD,,
0015,VANTAGE INTERNATIONAL,Hong Kong,SEHK,HKD,,
VSB,VANTAGESOUTH BANCSHARES INC,,VALUE,USD,,
VAX,VANTEX RESOURCES LTD,Canada,VENTURE,CAD,,
VAPE,VAPE HOLDINGS INC,United States of America,PINK,USD,,
VPOR,VAPOR GROUP INC,United States of America,PINK,USD,,
VHUB,VAPOR HUB INTERNATIONAL INC,United States of America,PINK,USD,,
VAPR,VAPORBRANDS INTERNATIONAL IN,United States of America,PINK,USD,,
VAPO,VAPOTHERM INC,United States of America,NYSE,USD,,
VRCV,VARCA VENTURES INC,United States of America,PINK,USD,,
VARDHACRL,VARDHMAN ACRYLICS LTD,India,NSE,INR,,INE116G01013
VHL,VARDHMAN HOLDINGS LTD,India,NSE,INR,,INE701A01023
VARDMNPOL,VARDHMAN POLYTEX LIMITED,India,NSE,INR,,INE835A01011
VSSL,VARDHMAN SPECIAL STEELS LTD,India,NSE,INR,,INE050M01012
VTL,VARDHMAN TEXTILES LTD,India,NSE,INR,,INE825A01020
VG8,VARENGOLD BANK AG,Germany,IBIS,EUR,,DE0005479307
VREX,VAREX IMAGING CORP,United States of America,US Exchange,,,
VAU,VARIA US PROPERTIES AG,Germany,FWB,EUR,,CH0305285295
VAR,VARIAN MEDICAL SYSTEMS INC,Germany,US Exchange,,US92220P1057,
VRNS,VARONIS SYSTEMS INC,United States of America,NASDAQ,USD,,
VARROC,VARROC ENGINEERING LTD,India,NSE,INR,,INE665L01035
VBL,VARUN BEVERAGES LTD,India,NSE,INR,,INE200M01013
VASCONEQ,VASCON ENGINEERS LTD,India,NSE,INR,,INE893I01013
VBLT,VASCULAR BIOGENICS LTD,United States of America,NASDAQ,USD,,
VASO,VASO CORP,United States of America,PINK,USD,,
VASWANI,VASWANI INDUSTRIES LTD,India,NSE,INR,,INE590L01019
VCV,VATIC VENTURES CORP,Canada,VENTURE,CAD,,
VGM,VATUKOULA GOLD MINES PLC,,VALUE,GBP,,
VXRT,VAXART INC,United States of America,NASDAQ,USD,,
VXL,VAXIL BIO LTD,Canada,VENTURE,CAD,,
VBIV,VBI VACCINES INC,United States of America,NASDAQ,USD,,
600645,VCANBIO CELL & GENE ENGINE-A,China,SEHKNTL,CNH,,CNE000000545
2003,VCREDIT HOLDINGS LTD,Hong Kong,SEHK,HKD,KYG940441077,
VMG,VDM GROUP LTD,Australia,ASX,AUD,AU000000VMG1,AU000000VMG1
VNWTF,VECIMA NETWORKS INC,United States of America,PINK,USD,,
VGR,VECTOR GROUP LTD,Germany,NYSE,USD,,
2656,VECTOR INC/SHINJUKU-KU,Japan,TSEJ,JPY,,JP3835400007
VEC,VECTOR RESOURCES LTD,Australia,ASX,AUD,,
VVC,VECTREN CORP,Germany,VALUE,USD,,
VEC,VECTRUS INC,United States of America,NYSE,USD,,
2317,VEDAN INTERNATIONAL HOLDINGS,Hong Kong,SEHK,HKD,,
VED,VEDANTA RESOURCES PLC,,VALUE,GBP,,
VECO,VEECO INSTRUMENTS INC,Germany,NASDAQ,USD,,
1173,VEEKO INTERNATIONAL HLDGS,Hong Kong,SEHK,HKD,,
VEEV,VEEVA SYSTEMS INC-CLASS A,Mexico,NYSE,USD,,
3542,VEGA CORP CO LTD,Japan,TSEJ,JPY,,JP3835300009
VEGL,VEGALAB INC,United States of America,PINK,USD,,
LCP,VEGAS77 ENTERTAINMENT SE,,VALUE,EUR,,
VLN,VELAN INC,Canada,TSE,CAD,,
ALVEL,VELCAN HOLDINGS,,VALUE,EUR,,
VEL,VELOCITY COMPOSITES PLC,United Kingdom,LSE,GBP,,GB00BF339H01
VLC,VELOCITY MINERALS LTD,Canada,VENTURE,CAD,,
VP7,VELOCITY PROPERTY GROUP LTD,Australia,ASX,AUD,,
UJPY,VELOCITYSHARES DAILY 4X LONG,,ARCA,USD,,
UJPY,VELOCITYSHARES DAILY 4X LONG,,ARCA,USD,,
UJPY,VELOCITYSHARES DAILY 4X LONG,,ARCA,USD,,
UJPY,VELOCITYSHARES DAILY 4X LONG,,ARCA,USD,,
UJPY,VELOCITYSHARES DAILY 4X LONG,,ARCA,USD,,
UJPY,VELOCITYSHARES DAILY 4X LONG,,ARCA,USD,,
UJPY,VELOCITYSHARES DAILY 4X LONG,,ARCA,USD,,
UJPY,VELOCITYSHARES DAILY 4X LONG,,ARCA,USD,,
UJPY,VELOCITYSHARES DAILY 4X LONG,,ARCA,USD,,
UJPY,VELOCITYSHARES DAILY 4X LONG,,ARCA,USD,,
VLS,VELOCYS PLC,United Kingdom,LSE,GBP,,GB00B11SZ269
VLXC,VELTEX CORP,United States of America,PINK,USD,,
7048,VELTRA CORP,Japan,TSEJ,JPY,JP3835830005,JP3835830005
VMNT,VEMANTI GROUP INC,United States of America,PINK,USD,,
VNTR,VENATOR MATERIALS PLC,United States of America,NYSE,USD,,GB00BF3ZNS54
VTT,VENDETTA MINING CORP,Canada,VENTURE,CAD,,
VSI,VENDTEK SYSTEMS INC,,VALUE,CAD,,
VQ,VENOCO INC,,VALUE,USD,,
VTR,VENTAS INC,,US Exchange,,,
ALVU,VENTE-UNIQUE.COM SA,France,SBF,EUR,,FR0010766667
VCR,VENTRACOR LIMITED,,VALUE,AUD,,
VPT,VENTRIPOINT DIAGNOSTICS LTD,Canada,VENTURE,CAD,,
VCAN,VENTURA CANNABIS & WELLNESS,Canada,PURE,CAD,,
V03,VENTURE CORP LTD,Singapore,SGX,SGD,,SG0531000230
VLG,VENTURE LIFE GROUP PLC,United Kingdom,LSE,GBP,,GB00BFPM8908
VMS,VENTURE MINERALS LTD,Australia,ASX,AUD,,AU000000VMS6
VXR,VENTUREX RESOURCES LTD,Australia,ASX,AUD,,
VEN,VENTUS VCT PLC,United Kingdom,LSE,GBP,,
VENUSREM,VENUS REMEDIES LIMITED,India,NSE,INR,,INE411B01019
VENZ,VENZEE TECHNOLOGIES INC,Canada,VENTURE,CAD,,
VIE,VEOLIA ENVIRONNEMENT,France,SBF,EUR,,FR0000124141
VEON,VEON LTD,Netherlands,NASDAQ,USD,,
VNE,VEONEER INC,United States of America,NYSE,USD,,
VRA,VERA BRADLEY INC,United States of America,NASDAQ,USD,,
VCMG,VERACITY MANAGEMENT GLOBAL,,VALUE,USD,,
VCYT,VERACYTE INC,United States of America,NASDAQ,USD,,
VSTM,VERASTEM INC,United States of America,NASDAQ,USD,,
VERB,VERB TECHNOLOGY CO INC,United States of America,NASDAQ,USD,,
VBK,VERBIO VEREINIGTE BIOENERGI,Switzerland,EBS,CHF,,DE000A0JL9W6
NPK,VERDE AGRITECH PLC,Canada,TSE,CAD,GB00B23TJD34,GB00B23TJD34
VRDR,VERDE RESOURCES INC,United States of America,PINK,USD,,
VRCI,VERDE SCIENCE INC,United States of America,PINK,USD,,
VDTK,VERDITEK PLC,United Kingdom,LSE,GBP,,GB00BF2C0424
VER,VEREIT INC,United States of America,NYSE,USD,,
VSN,VERESEN INC,,VALUE,CAD,,
VCEL,VERICEL CORP,United States of America,NASDAQ,USD,,
PAY,VERIFONE SYSTEMS INC,,VALUE,USD,,
VSMR,VERIFY SMART CORP,United States of America,PINK,USD,,
INSD,VERIMATRIX SA,France,SBF,EUR,,
VRNT,VERINT SYSTEMS INC,Germany,NASDAQ,USD,,
VRS.H,VERISANTE TECHNOLOGY INC,,VALUE,CAD,,
VRSN,VERISIGN INC,Mexico,US Exchange,,,
VRSK,VERISK ANALYTICS INC,Mexico,US Exchange,,,
VRTC,VERITEC INC,United States of America,PINK,USD,,
VTEQ,VERITEQ CORP,United States of America,PINK,USD,,
VBTX,VERITEX HOLDINGS INC,United States of America,NASDAQ,USD,,
VRTV,VERITIV CORP,United States of America,NYSE,USD,,
VERI,VERITONE INC,United States of America,NASDAQ,USD,,
VRTY,VERITY CORP,United States of America,PINK,USD,,
VZ,VERIZON COMMUNICATIONS INC,United States of America,US Exchange,,,
VET,VERMILION ENERGY INC,Canada,NYSE,USD,,
VER,VERNALIS PLC,,VALUE,GBP,,
VRNA,VERONA PHARMA PLC - ADR,United States of America,NASDAQ,USD,,
VRRM,VERRA MOBILITY CORP,United States of America,NASDAQ,USD,,
VRCA,VERRICA PHARMACEUTICALS INC,United States of America,NASDAQ,USD,,
40N,VERSALINK HOLDINGS LTD,Singapore,SGX,SGD,,SG1AC9000003
VPY,VERSAPAY CORP,,VALUE,CAD,,
VRS,VERSARIEN PLC,United Kingdom,LSE,GBP,,GB00B8YZTJ80
VRS,VERSO CORP - A,United States of America,NYSE,USD,,
5290,VERTEX CORP/JAPAN,Japan,TSEJ,JPY,,JP3835790001
VTNR,VERTEX ENERGY INC,United States of America,NASDAQ,USD,,
VRTX,VERTEX PHARMACEUTICALS INC,Germany,US Exchange,,US92532F1003,
VTX,VERTEX RESOURCE GROUP LTD,Canada,VENTURE,CAD,,
VCBC,VERTU CAPITAL LTD,United Kingdom,LSE,GBP,,
VTU,VERTU MOTORS PLC,United Kingdom,LSE,GBP,GB00B1GK4645,GB00B1GK4645
VERU,VERU INC,United States of America,NASDAQ,USD,,
VRUS,VERUS INTERNATIONAL INC,United States of America,PINK,USD,,
VWSYF,VESTAS WIND SYSTEMS A/S,United States of America,PINK,USD,,
1386,VESTATE GROUP,Hong Kong,SEHK,HKD,,
VES,VESTCORP AG,,VALUE,EUR,,
VEST,VESTIAGE INC,United States of America,PINK,USD,,
VRTA,VESTIN REALTY MORTGAGE I INC,United States of America,PINK,USD,,
VRTB,VESTIN REALTY MORTGAGE II,United States of America,PINK,USD,,
VESUVIUS,VESUVIUS INDIA LIMITED,India,NSE,INR,,INE386A01015
VETO,VETO SWITCHGEARS AND CABLES,India,NSE,INR,,INE918N01018
VET.S,VETROPACK HOLDING AG-BR,,VALUE,CHF,,
VFC,VF CORP,Germany,US Exchange,,,
VGLS,VG LIFE SCIENCES INC,United States of America,PINK,USD,,
VGTL,VGTEL INC,United States of America,PINK,USD,,
VHGI,VHGI HOLDINGS INC,,VALUE,USD,,
7918,VIA HOLDINGS INC,Japan,TSEJ,JPY,JP3107200002,JP3107200002
VIAB,VIACOM INC,,US Exchange,,,
VDRM,VIADERMA INC,United States of America,PINK,USD,,
VSAT,VIASAT INC,United States of America,NASDAQ,USD,,
VGREF,VIASPACE GREEN ENERGY INC,United States of America,PINK,USD,,
VIAV,VIAVI SOLUTIONS INC,United States of America,US Exchange,,,
VIBE,VIBE BIOSCIENCE LTD,Canada,PURE,CAD,,
BJD,VIBROPOWER CORP LTD,Singapore,SGX,SGD,,SG1CA3000009
VICEROY,VICEROY HOTELS LTD,India,NSE,INR,,INE048C01017
VICI,VICI PROPERTIES INC,United States of America,NYSE,USD,,
VCX,VICINITY CENTRES,Australia,ASX,AUD,,AU000000VCX7
1621,VICO INTERNATIONAL HOLDINGS,Hong Kong,SEHK,HKD,,
3878,VICON HOLDINGS LTD,Hong Kong,SEHK,HKD,,
VICR,VICOR CORP,United States of America,NASDAQ,USD,,
569,VICPLAS INTERNATIONAL LTD,Singapore,SGX,SGD,,SG1G57870584
VIG,VICTOR GROUP HOLDINGS LTD,Australia,ASX,AUD,,AU000000VIG9
VMTG,VICTOR MINING INDUSTRY GROUP,United States of America,PINK,USD,,
VOG,VICTORIA OIL & GAS PLC,United Kingdom,LSE,GBP,GB00BRWR3752,GB00BRWR3752
VCP,VICTORIA PLC,United Kingdom,LSE,GBP,,GB00BZC0LC10
VTYB,VICTORY BANCORP INC/THE,United States of America,PINK,USD,,
VCTR,VICTORY CAPITAL HOLDING - A,United States of America,NASDAQ,USD,,
0539,VICTORY CITY INTL HLDGS LTD,Hong Kong,SEHK,HKD,,
1139,VICTORY GROUP LTD,Hong Kong,SEHK,HKD,,
VMHG,VICTORY MARINE HOLDINGS CORP,United States of America,PINK,USD,,
VMX,VICTORY METALS INC,Canada,VENTURE,CAD,,
VIC,VICTORY MINES LTD,Australia,ASX,AUD,,
VNCKF,VICTORY NICKEL INC,United States of America,PINK,USD,,
VOL,VICTORY OFFICES LTD,Australia,ASX,AUD,,AU0000046609
VYEY,VICTORY OILFIELD TECH INC,United States of America,PINK,USD,,
8540,VICTORY SECURITIES HOLDINGS,Hong Kong,SEHK,HKD,,
VCTR,VICTORY SUPERMARKET CHAIN LT,Israel,TASE,ILS,,IL0011237778
VCT,VICTREX PLC,United Kingdom,LSE,GBP,,GB0009292243
VICT,VICTURA CONSTRUCTION GROUP I,,VALUE,USD,,
VDG,VIDA GREEN LTD,,VALUE,EUR,,
VBND,VIDENT CORE US BOND STRATEGY,,ARCA,USD,,
VIDI,VIDENT INTERNATIONAL EQUITY,,ARCA,USD,,
VIDE,VIDEO DISPLAY CORP,United States of America,PINK,USD,,
NIHK,VIDEO RIVER NETWORKS INC,United States of America,PINK,USD,,
VIDEOIND,VIDEOCON INDUSTRIES LTD,India,NSE,INR,,INE703A01011
VMD,VIEMED HEALTHCARE INC,Canada,TSE,CAD,CA92663R1055,
VIG,VIENNA INSURANCE GROUP AG,Czechia,PRA,CZK,,AT0000908504
VIE,VIENTO GROUP LTD,,VALUE,AUD,,
0422,VIETNAM MANUFACTURING & EXPO,Hong Kong,SEHK,HKD,,
VSYM,VIEW SYSTEMS INC,United States of America,OTCBB,USD,,
VCST,VIEWCAST.COM INC,United States of America,PINK,USD,,
VRAY,VIEWRAY INC,United States of America,NASDAQ,USD,,
VIEWF,VIEWTRAN GROUP INC,United States of America,PINK,USD,,
GALN,VIFOR PHARMA AG,Switzerland,VIRTX,CHF,,
VGL,VIGIL HEALTH SOLUTIONS INC.,Canada,VENTURE,CAD,,
VIJIFIN,VIJI FINANCE LTD,India,NSE,INR,,INE159N01027
VIKASECO,VIKAS ECOTECH LTD,India,NSE,INR,,INE806A01020
557,VIKING OFFSHORE AND MARINE L,Singapore,SGX,SGD,,
VIBI,VILACTO BIO INC,United States of America,PINK,USD,,
VLW,VILLA WORLD LTD,,VALUE,AUD,,
VBFC,VILLAGE BANK AND TRUST FINAN,United States of America,NASDAQ,USD,,
VFF,VILLAGE FARMS INTERNATIONAL,United States of America,NASDAQ,USD,,
VRL,VILLAGE ROADSHOW LIMITED,Australia,ASX,AUD,,
2769,VILLAGE VANGUARD CO LTD,Japan,TSEJ,JPY,JP3159960008,JP3159960008
VILN,VILLARS HOLDING AG-REG,Switzerland,EBS,CHF,,CH0002609656
VIB3,VILLEROY & BOCH AG-PREF,Germany,IBIS,EUR,,DE0007657231
RIN,VILMORIN & CIE,France,SBF,EUR,,FR0000052516
VIMTALABS,VIMTA LABS LIMITED,India,NSE,INR,,INE579C01029
VMY,VIMY RESOURCES LTD,Australia,ASX,AUD,,AU000000VMY4
VOF,VINACAPITAL VIETNAM OPPORTUN,United Kingdom,LSE,GBP,,GG00BYXVT888
VNCE,VINCE HOLDING CORP,United States of America,NYSE,USD,,
