country-Inv,name-Inv,full_name-Inv,currency-Inv,symbol-Inv,asset_class-Inv,ISIN,Name_197,fuzz_socre1,fuzz_socre2
mexico,Alphabet A,Alphabet Inc,MXN,GOOGL,equity,US02079K3059,ALPHABET INC,100,73
united states,AlphaClone Alternative Alpha,AlphaClone Alternative Alpha,USD,ALFA,other,US26922A3059,ALPHACLONE ALTERNATIVE ALPHA,100,100
united states,AlphaMark Actively Managed Small,AlphaMark Actively Managed Small Cap,USD,SMCP,equity,US26922A8348,ALPHAMARK ACT MANAGED SMALL,86,92
united states,Alphatecs,Alphatec Holdings Inc,USD,ATEC,equity,US02081G2012,ALPHATEC HOLDINGS INC,100,60
united states,Alpine Immune Sciences,Alpine Immune Sciences Inc,USD,ALPN,equity,US02083G1004,ALPINE IMMUNE SCIENCES INC,100,92
canada,AltaGas Canada,AltaGas Canada Inc,CAD,ACI,equity,CA02137A1093,ALTAGAS CANADA INC,100,88
united states,Altair Engineering,Altair Engineering Inc,USD,ALTR,equity,US0213691035,ALTAIR ENGINEERING INC - A,96,86
japan,Altech Corp,Altech Corp,JPY,4641,equity,JP3126350002,ALTECH CORP,100,100
australia,Alterity Therapeutics,Alterity Therapeutics Ltd,AUD,ATH,equity,AU0000043945,ALTERITY THERAPEUTICS LTD,100,91
australia,Alterra,Alterra Ltd,AUD,1AG,equity,AU0000001AG5,ALTERRA LTD,100,78
australia,Althea,Althea Group Holdings Ltd,AUD,AGH,equity,AU0000022774,ALTHEA GROUP HOLDINGS LTD,100,39
spain,Altia Consultores S.A.,Altia Consultores S.A.,EUR,ALC,equity,ES0113312005,ALTIA CONSULTORES SA,93,93
united states,Altisource Asset Management,Altisource Asset Management Corp,USD,AAMC,equity,VI02153X1080,ALTISOURCE ASSET MANAGEMENT,92,100
united kingdom,Altitude,Altitude Group Plc,GBP,ALT,equity,GB00B0LSFV82,ALTITUDE GROUP PLC,100,62
canada,Alto Ventures,Alto Ventures Ltd.,CAD,ATV,equity,CA0215502075,ALTO VENTURES LTD.,100,87
japan,AltPlus Inc,AltPlus Inc,JPY,3672,equity,JP3201800004,ALTPLUS INC,100,100
mexico,Altria,Altria Group Inc,MXN,MO,equity,US02209S1033,ALTRIA GROUP INC,100,55
canada,Altura Energy,Altura Energy Inc,CAD,ATU,equity,CA02210D1033,ALTURA ENERGY INC,100,87
australia,Altura Mining Ltd,Altura Mining Ltd,AUD,AJM,equity,AU000000AJM9,ALTURA MINING LTD,100,100
canada,Alturas Minerals,Alturas Minerals Corp,CAD,ALT,equity,CA0221431012,ALTURAS MINERALS CORP,100,86
germany,Alumina,Alumina Ltd,EUR,AWC,equity,AU000000AWC3,ALUMINA LTD,100,78
hong kong,Aluminum Corp of China,Aluminum Corp of China Ltd,HKD,2600,equity,CNE1000001T8,ALUMINUM CORP OF CHINA LTD-H,96,88
japan,Amada,"Amada Co., Ltd.",JPY,6113,equity,JP3122800000,AMADA CO LTD,100,59
united states,AMAG,AMAG Pharmaceuticals Inc,USD,AMAG,equity,US00163U1060,AMAG PHARMACEUTICALS INC,100,29
japan,Amana,Amana inc,JPY,2402,equity,JP3124200001,AMANA INC,100,71
australia,Amani Gold,Amani Gold Ltd,AUD,ANL,equity,AU000000ANL3,AMANI GOLD LTD,100,83
japan,Amano Corp,Amano Corp,JPY,6436,equity,JP3124400007,AMANO CORP,100,100
united states,Amarin,Amarin Corporation PLC,USD,AMRN,equity,US0231112063,AMARIN CORPORATION PLC -ADR,92,38
france,Amatheon Agri,Amatheon Agri Holding NV,EUR,MLAAH,equity,NL0010273694,AMATHEON AGRI HOLDING NV,100,70
australia,Amaysim Australia Ltd,Amaysim Australia Ltd,AUD,AYS,equity,AU000000AYS5,AMAYSIM AUSTRALIA LTD,100,100
argentina,Amazon.com,Amazon.com Inc,ARS,AMZN,equity,ARBCOM460176,AMAZON.COM INC,100,83
mexico,Amazon.com,Amazon.com Inc,MXN,AMZN,equity,US0231351067,AMAZON.COM INC,100,83
united states,Ambarella,Ambarella Inc,USD,AMBA,equity,KYG037AX1015,AMBARELLA INC,100,82
united states,AMC Networks,AMC Networks Inc,USD,AMCX,equity,US00164V1035,AMC NETWORKS INC-A,94,80
united states,AMCON Distributing,AMCON Distributing Co,USD,DIT,equity,US02341Q2057,AMCON DISTRIBUTING CO,100,92
united states,Amcor PLC,Amcor,USD,AMCR,equity,JE00BJ1F3079,AMCOR PLC,71,100
united states,Amdocs,Amdocs Ltd,USD,DOX,equity,GB0022569080,AMDOCS LTD,100,75
united states,Amedisys,Amedisys Inc,USD,AMED,equity,US0234361089,AMEDISYS INC,100,80
united states,Amerco,Amerco,USD,UHAL,equity,US0235861004,AMERCO,100,100
united states,Ameren,Ameren Corp,USD,AEE,equity,US0236081024,AMEREN CORP,100,71
mexico,American Airlines,American Airlines Group Inc,MXN,AAL,equity,US02376R1023,AMERICAN AIRLINES GROUP INC,100,77
united states,American Assets,American Assets Trust Inc,USD,AAT,equity,US0240131047,AMERICAN ASSETS TRUST INC,100,75
united states,American Campus,American Campus Communities Inc,USD,ACC,equity,US0248351001,AMERICAN CAMPUS COMMUNITIES,93,71
united states,American Caresource,American Caresource Holdings Inc,USD,GNOW,equity,US02505A2024,AMERICAN CARESOURCE HOLDINGS,93,81
canada,American Creek Resources,American Creek Resources Ltd,CAD,AMK,equity,CA0252881010,AMERICAN CREEK RESOURCES LTD,100,92
united states,American Eagle Outfitters,American Eagle Outfitters Inc,USD,AEO,equity,US02553E1064,AMERICAN EAGLE OUTFITTERS,93,100
united states,American Electric Power,American Electric Power Company Inc,USD,AEP,equity,US0255371017,AMERICAN ELECTRIC POWER CO,85,94
argentina,American Express DRC,American Express Co DRC,ARS,AXP,equity,ARDEUT110046,AMERICAN EXPRESS CO,90,92
mexico,American Express,American Express Company,MXN,AXP,equity,US0258161092,AMERICAN EXPRESS CO,88,91
united states,American Financial,American Financial Group Inc,USD,AFG,equity,US0259321042,AMERICAN FINANCIAL GROUP INC,100,78
united states,AMH 4 Rent,American Homes 4 Rent,USD,AMH,equity,US02665T3068,AMERICAN HOMES 4 RENT- A,95,61
argentina,AIG,American International Group Inc,ARS,AIG,equity,ARDEUT110640,AMERICAN INTERNATIONAL GROUP,93,19
mexico,AIG,American International Group Inc,MXN,AIG,equity,US0268747849,AMERICAN INTERNATIONAL GROUP,93,19
united states,American National Insurance,American National Insurance Company,USD,ANAT,equity,US0285911055,AMERICAN NATIONAL INSURANCE,87,100
australia,American Patriot Oil Gas,American Patriot Oil Gas,AUD,AOW,equity,AU000000AOW8,AMERICAN PATRIOT OIL & GAS L,96,96
united states,American Public Education,American Public Education Inc,USD,APEI,equity,US02913V1035,AMERICAN PUBLIC EDUCATION,93,100
united states,American Realty Investors,American Realty Investors Inc,USD,ARL,equity,US0291741090,AMERICAN REALTY INVESTORS IN,98,94
united states,American States Water,American States Water Company,USD,AWR,equity,US0298991011,AMERICAN STATES WATER CO,91,93
united states,American Tower,American Tower Corp,USD,AMT,equity,US03027X1000,AMERICAN TOWER CORP,100,85
mexico,Ameriprise Financial,Ameriprise Financial Inc,MXN,AMP,equity,US03076C1062,AMERIPRISE FINANCIAL INC,100,91
united states,Ameris,Ameris Bancorp,USD,ABCB,equity,US03076K1088,AMERIS BANCORP,100,60
united states,AMERISAFE,AMERISAFE Inc,USD,AMSF,equity,US03071H1005,AMERISAFE INC,100,82
united states,AmeriServ,AmeriServ Financial Inc,USD,ASRV,equity,US03074A1025,AMERISERV FINANCIAL INC,100,56
united states,Ametek,Ametek Inc,USD,AME,equity,US0311001004,AMETEK INC,100,75
mexico,Amgen,Amgen Inc,MXN,AMGN,equity,US0311621009,AMGEN INC,100,71
united states,Amicus,Amicus Therapeutics Inc,USD,FOLD,equity,US03152W1099,AMICUS THERAPEUTICS INC,100,41
japan,Amita,Amita Holdings Co Ltd,JPY,2195,equity,JP3124440003,AMITA HOLDINGS CO LTD,100,38
united states,Amkor,Amkor Technology Inc,USD,AMKR,equity,US0316521006,AMKOR TECHNOLOGY INC,100,40
united states,AMN Healthcare Services,AMN Healthcare Services Inc,USD,AMN,equity,US0017441017,AMN HEALTHCARE SERVICES INC,100,92
israel,Amot Investments,Amot Investments Ltd,ILS,AMOT,equity,IL0010972789,AMOT INVESTMENTS LTD,100,89
australia,Amplia Therapeutics,Amplia Therapeutics Ltd,AUD,ATX,equity,AU0000023822,AMPLIA THERAPEUTICS LTD,100,90
united states,Amtech,Amtech Systems Inc,USD,ASYS,equity,US0323325045,AMTECH SYSTEMS INC,100,50
united states,Amyris,Amyris Inc,USD,AMRS,equity,US03236M2008,AMYRIS INC,100,75
japan,ANA Holdings,ANA Holdings Inc,JPY,9202,equity,JP3429800000,ANA HOLDINGS INC,100,86
australia,AnaeCo Ltd,AnaeCo Ltd,AUD,ANQ,equity,AU000000ANQ2,ANAECO LTD,100,100
united states,Analog Devices,Analog Devices Inc,USD,ADI,equity,US0326541051,ANALOG DEVICES,88,100
israel,Analyst IMS,Analyst IMS Investment Management Services Ltd,ILS,ANLT,equity,IL0010806136,ANALYST I.M.S.,44,92
canada,AnalytixInsight,AnalytixInsight Inc,CAD,ALY,equity,CA03268Y1060,ANALYTIXINSIGHT INC,100,88
united states,Anaplan,Anaplan Inc,USD,PLAN,equity,US03272L1089,ANAPLAN INC,100,78
united states,AnaptysBio,AnaptysBio Inc,USD,ANAB,equity,US0327241065,ANAPTYSBIO INC,100,83
australia,Anatara Lifesciences Ltd,Anatara Lifesciences Ltd,AUD,ANR,equity,AU000000ANR0,ANATARA LIFESCIENCES LTD,100,100
israel,Anchiano Therapeutics,Anchiano Therapeutics Ltd,ILS,ANCN,equity,IL0011267882,ANCHIANO THERAPEUTICS - ADR,84,91
united states,The Andersons,The Andersons Inc,USD,ANDE,equity,US0341641035,ANDERSONS INC/THE,100,87
united states,Andina Acquisition III,Andina Acquisition Corp III,USD,ANDA,equity,KYG044151085,ANDINA ACQUISITION CORP III,100,90
united states,Andina Acquisition III,Andina Acquisition Corp III,USD,ANDA,equity,KYG044151085,ANDINA ACQUISITION CORP III,100,90
japan,Andor,Andor Co Ltd,JPY,4640,equity,JP3127800005,ANDOR CO LTD,100,59
australia,Andromeda Metals,Andromeda Metals Ltd,AUD,ADN,equity,AU000000ADN0,ANDROMEDA METALS LTD,100,89
japan,Anest Iwata Corp,Anest Iwata Corp,JPY,6381,equity,JP3122450004,ANEST IWATA CORP,100,100
china,Angel Yeast,Angel Yeast Co Ltd,CNY,600298,equity,CNE0000014G0,ANGEL YEAST CO LTD-A,95,71
japan,AnGes,AnGes Inc,JPY,4563,equity,JP3127700007,ANGES INC,100,71
united states,ANGI Homeservices,ANGI Homeservices Inc,USD,ANGI,equity,US00183L1026,ANGI HOMESERVICES INC- A,95,85
united states,AngioDynamics,AngioDynamics Inc,USD,ANGO,equity,US03475V1017,ANGIODYNAMICS INC,100,87
united kingdom,Anglo Asian Mining,Anglo Asian Mining Plc,GBP,AAZ,equity,GB00B0C18177,ANGLO ASIAN MINING PLC,100,90
mexico,Anheuser Busch Inbev,Anheuser Busch Inbev NV,MXN,ANB,equity,BE0974293251,ANHEUSER-BUSCH INBEV SA/NV,94,87
china,Anhui Heli,Anhui Heli Co Ltd,CNY,600761,equity,CNE000000MM6,ANHUI HELI CO LTD-A,94,69
china,Anhui Xinli Finance,Anhui Xinli Finance Co Ltd,CNY,600318,equity,CNE0000015Q6,ANHUI XINLI FINANCE CO LTD-A,96,81
china,Anhui Yingjia Distillery,Anhui Yingjia Distillery Co Ltd,CNY,603198,equity,CNE1000022H9,ANHUI YINGJIA DISTILLERY C-A,88,92
united states,ANI Pharma,ANI Pharmaceuticals Inc,USD,ANIP,equity,US00182C1036,ANI PHARMACEUTICALS INC,100,61
japan,Anicom Holdings Inc,Anicom Holdings Inc,JPY,8715,equity,JP3122440005,ANICOM HOLDINGS INC,100,100
united states,Anika,Anika Therapeutics Inc,USD,ANIK,equity,US0352551081,ANIKA THERAPEUTICS INC,100,37
italy,Anima Holding SpA,Anima Holding SpA,EUR,ANIM,equity,IT0004998065,ANIMA HOLDING SPA,100,100
united kingdom,Animalcare,Animalcare Group Plc,GBP,ANCR,equity,GB0032350695,ANIMALCARE GROUP PLC,100,67
australia,Animoca Brands Corporation Ltd,Animoca Brands Corporation Ltd,AUD,AB1,equity,AU000000AB15,ANIMOCA BRANDS CORPORATION LTD,100,100
united states,Annaly Capital Management,Annaly Capital Management Inc,USD,NLY,equity,US0357104092,ANNALY CAPITAL MANAGEMENT IN,98,94
sweden,Annexin Pharma,Annexin Pharmaceuticals AB,SEK,ANNX,equity,SE0009664154,ANNEXIN PHARMACEUTICALS AB,100,70
sweden,Anoto,Anoto Group AB,SEK,ANOT,equity,SE0010415281,ANOTO GROUP AB,100,53
australia,Anova Metals Ltd,Anova Metals Ltd,AUD,AWV,equity,AU000000AWV3,ANOVA METALS LTD,100,100
japan,Anrakutei,Anrakutei Co Ltd,JPY,7562,equity,JP3128700006,ANRAKUTEI CO LTD,100,72
japan,Anritsu Corp,Anritsu Corp,JPY,6754,equity,JP3128800004,ANRITSU CORP,100,100
australia,Ansell,Ansell Ltd,AUD,ANN,equity,AU000000ANN9,ANSELL LTD,100,75
united states,ANSYS,ANSYS Inc,USD,ANSS,equity,US03662Q1058,ANSYS INC,100,71
hong kong,ANTA Sports Products,ANTA Sports Products Ltd,HKD,2020,equity,KYG040111059,ANTA SPORTS PRODUCTS LTD,100,91
united states,Antero Midstream,Antero Midstream Corp,USD,AM,equity,US03676B1026,ANTERO MIDSTREAM CORP,100,86
united states,Antero Resources Corp,Antero Resources Corp,USD,AR,equity,US03674X1063,ANTERO RESOURCES CORP,100,100
mexico,Anthem,Anthem Inc,MXN,ANTM,equity,US0367521038,ANTHEM INC,100,75
united states,Anthera Pharma,Anthera Pharmaceuticals Inc,USD,ANTH,equity,US03674U3005,ANTHERA PHARMACEUTICALS INC,100,68
canada,Antibe Therapeutics Inc.,Antibe Therapeutics Inc.,CAD,ATE,equity,CA0370251039,ANTIBE THERAPEUTICS INC,100,100
australia,Antipa Minerals Ltd,Antipa Minerals Ltd,AUD,AZY,equity,AU000000AZY0,ANTIPA MINERALS LTD,100,100
australia,Antisense Therapeutics,Antisense Therapeutics Ltd,AUD,ANP,equity,AU000000ANP4,ANTISENSE THERAPEUTICS LIMITED,93,85
united kingdom,Antofagasta,Antofagasta PLC,GBP,ANTO,equity,GB0000456144,ANTOFAGASTA PLC,100,85
hong kong,Anton Oilfield Services,Anton Oilfield Services Group,HKD,3337,equity,KYG039991024,ANTON OILFIELD SERVICES GP,95,94
china,Antong,Antong Holdings Co Ltd,CNY,600179,equity,CNE000000XN1,ANTONG HOLDINGS CO LTD-A,96,40
china,Anxin Trust,Anxin Trust Co Ltd,CNY,600816,equity,CNE0000003P4,ANXIN TRUST CO LTD-A,95,71
japan,AOI TYO,AOI TYO Holdings Inc,JPY,3975,equity,JP3105330009,AOI TYO HOLDINGS INC,100,52
japan,Aoki Holdings Inc,Aoki Holdings Inc,JPY,8214,equity,JP3105400000,AOKI HOLDINGS INC,100,100
united states,Aon,Aon PLC,USD,AON,equity,GB00B5BT0K07,AON PLC,100,60
,Aon PLC,,,AON,,IE00BLP1HW54,AON PLC,40,100
japan,Aoyama Trading,Aoyama Trading Co Ltd,JPY,8219,equity,JP3106200003,AOYAMA TRADING CO LTD,100,80
japan,Aoyama Zaisan Networks,Aoyama Zaisan Networks Co Ltd,JPY,8929,equity,JP3825750007,AOYAMA ZAISAN NETWORKS CO LT,98,88
japan,Aozora Bank,"Aozora Bank, Ltd.",JPY,8304,equity,JP3711200000,AOZORA BANK LTD,100,85
mexico,Apache,Apache Corp,MXN,APA,equity,US0374111054,APACHE CORP,100,71
united states,Apellis Pharma,Apellis Pharmaceuticals Inc,USD,APLS,equity,US03753U1060,APELLIS PHARMACEUTICALS INC,100,68
india,Apex Frozen Foods,Apex Frozen Foods Ltd,INR,APEX,equity,INE346W01013,APEX FROZEN FOODS LTD,100,89
switzerland,APG SGA SA,APG SGA SA,CHF,APGN,equity,CH0019107025,APG SGA SA,100,100
canada,Aphria,Aphria Inc,CAD,APHA,equity,CA03765K1049,APHRIA INC,100,75
japan,Aplix,Aplix Corp,JPY,3727,equity,JP3122610003,APLIX CORP,100,67
united states,Apogee,Apogee Enterprises Inc,USD,APOG,equity,US0375981091,APOGEE ENTERPRISES INC,100,43
united states,Apollo Bancorp,Apollo Bancorp Inc,USD,APLO,equity,US03759W1062,APOLLO BANCORP INC /PA,92,80
united states,Appfolio Inc,Appfolio Inc,USD,APPF,equity,US03783C1009,APPFOLIO INC - A,92,92
united states,Appian,Appian Corp,USD,APPN,equity,US03782L1017,APPIAN CORP,100,71
united states,Apple Hospitality REIT,Apple Hospitality REIT Inc,USD,APLE,equity,US03784Y2000,APPLE HOSPITALITY REIT INC,100,92
mexico,Apple,Apple Inc,MXN,AAPL,equity,US0378331005,APPLE INC,100,71
japan,Apple International,Apple International Co Ltd,JPY,2788,equity,JP3121170009,APPLE INTERNATIONAL CO LTD,100,84
united states,Applied Materials,Applied Materials Inc,USD,AMAT,equity,US0382221051,APPLIED MATERIALS INC,100,89
spain,Applus Services SA,Applus Services SA,EUR,APPS,equity,ES0105022000,APPLUS SERVICES SA,100,100
hong kong,APT Satellite,APT Satellite Holdings Ltd,HKD,1045,equity,BMG0438M1064,APT SATELLITE HOLDINGS LTD,100,67
united states,AptarGroup,AptarGroup Inc,USD,ATR,equity,US0383361039,APTARGROUP INC,100,83
united states,Aptinyx,Aptinyx Inc,USD,APTX,equity,US03836N1037,APTINYX INC,100,78
united states,Aptiv,Aptiv PLC,USD,APTV,equity,JE00B783TY65,APTIV PLC,100,71
sweden,AQ AB,AQ Group AB,SEK,AQ,equity,SE0000772956,AQ GROUP AB,100,62
united states,Aqua Metals Inc,Aqua Metals Inc,USD,AQMS,equity,US03837J1016,AQUA METALS INC,100,100
japan,Aqualine,Aqualine Ltd,JPY,6173,equity,JP3107990008,AQUALINE LTD,100,80
united states,Aquestive Therapeutics,Aquestive Therapeutics Inc,USD,AQST,equity,US03843E1047,AQUESTIVE THERAPEUTICS INC,100,92
australia,Aquis Entertainment,Aquis Entertainment Ltd,AUD,AQS,equity,AU000000AQS1,AQUIS ENTERTAINMENT LTD,100,90
egypt,Arabian Food Industries Co,Arabian Food Industries Co,EGP,DOMT,equity,EGS30031C016,ARABIAN FOOD INDUSTRIES COMP,96,96
japan,Arakawa Chemical,Arakawa Chemical Industries Ltd,JPY,4968,equity,JP3125000004,ARAKAWA CHEMICAL INDUSTRIES,93,74
japan,Arata Corp,Arata Corp,JPY,2733,equity,JP3125100002,ARATA CORP,100,100
japan,Arbeit-Times,Arbeit-Times Co Ltd,JPY,2341,equity,JP3126180003,ARBEIT-TIMES CO LTD,100,77
united kingdom,Arbuthnot,Arbuthnot Banking Group Plc,GBP,ARBB,equity,GB0007922338,ARBUTHNOT BANKING GROUP PLC,100,50
united states,Arbutus Biopharma,Arbutus Biopharma Corp,USD,ABUS,equity,CA03879J1003,ARBUTUS BIOPHARMA CORP,100,87
united states,ARC Document Solutions,ARC Document Solutions Inc,USD,ARC,equity,US00191G1031,ARC DOCUMENT SOLUTIONS INC,100,92
united states,ARC Group,ARC Group Worldwide Inc,USD,ARCW,equity,US00213H1059,ARC GROUP WORLDWIDE INC,100,56
canada,ARC Resources,ARC Resources Ltd.,CAD,ARX,equity,CA00208D4084,ARC RESOURCES LTD,100,87
united states,ARCA Biopharma,ARCA Biopharma Inc,USD,ABIO,equity,US00211Y5069,ARCA BIOPHARMA INC,100,88
united states,ArcBest Corp,ArcBest Corp,USD,ARCB,equity,US03937C1053,ARCBEST CORP,100,100
canada,Arch Biopartners,Arch Biopartners Inc,CAD,ARCH,equity,CA03938C1041,ARCH BIOPARTNERS INC,100,89
united states,Archer-Daniels-Midland,Archer-Daniels-Midland Company,USD,ADM,equity,US0394831020,ARCHER-DANIELS-MIDLAND CO,91,94
japan,Architects Studio Japan,Architects Studio Japan Inc,JPY,6085,equity,JP3100030000,ARCHITECTS STUDIO JAPAN INC,100,92
united states,Arcimoto,Arcimoto Inc,USD,FUV,equity,US0395871009,ARCIMOTO INC,100,80
netherlands,Arcona Property,Arcona Property Fund NV,EUR,ARCPF,equity,NL0006311706,ARCONA PROPERTY FUND NV,100,79
mexico,Arconic Inc,Arconic Inc,MXN,ARNC,equity,US03965L1008,ARCONIC INC,100,100
argentina,Arcos Dorados,Arcos Dorados Holdings Inc,ARS,ARCO,equity,ARBCOM460135,ARCOS DORADOS HOLDINGS INC-A,96,63
united states,Arcos Dorados,Arcos Dorados Holdings Inc,USD,ARCO,equity,VGG0457F1071,ARCOS DORADOS HOLDINGS INC-A,96,63
united states,Arcosa,Arcosa Inc,USD,ACA,equity,US0396531008,ARCOSA INC,100,75
china,Arcplus Group,Arcplus Group PLC,CNY,600629,equity,CNE000000784,ARCPLUS GROUP PLC-A,94,81
australia,Ardiden,Ardiden Ltd,AUD,ADV,equity,AU000000ADV3,ARDIDEN LTD,100,78
japan,Area Quest,Area Quest Inc,JPY,8912,equity,JP3167610009,AREA QUEST INC,100,83
united states,Arena Pharma,Arena Pharmaceuticals Inc,USD,ARNA,equity,US0400476075,ARENA PHARMACEUTICALS INC,100,65
australia,Argent Minerals Ltd,Argent Minerals Ltd,AUD,ARD,equity,AU000000ARD1,ARGENT MINERALS LTD,100,100
japan,Argo Graphics Inc,Argo Graphics Inc,JPY,7595,equity,JP3126110000,ARGO GRAPHICS INC,100,100
australia,Argosy Minerals Ltd,Argosy Minerals Ltd,AUD,AGY,equity,AU000000AGY0,ARGOSY MINERALS LTD,100,100
australia,Ariadne Australia Ltd,Ariadne Australia Ltd,AUD,ARA,equity,AU000000ARA7,ARIADNE AUSTRALIA LIMITED,91,91
japan,Ariake Japan Co Ltd,Ariake Japan Co Ltd,JPY,2815,equity,JP3125800007,ARIAKE JAPAN CO LTD,100,100
spain,Arima Real Estate,Arima Real Estate SOCIMI SA,EUR,ARM,equity,ES0105376000,ARIMA REAL ESTATE SOCIMI SA,100,77
australia,Ark Mines Ltd,Ark Mines Ltd,AUD,AHK,equity,AU000000AHK7,ARK MINES LTD,100,100
united states,Ark Restaurants,Ark Restaurants Corp,USD,ARKR,equity,US0407121013,ARK RESTAURANTS CORP,100,86
israel,Arko Holdings,Arko Holdings Ltd,ILS,ARKO,equity,IL0003100117,ARKO HOLDINGS LTD,100,87
united states,Arlington Asset Investment,Arlington Asset Investment Corp,USD,AI,equity,US0413562051,ARLINGTON ASSET INVESTMENT-A,88,96
australia,Armour Energy Ltd,Armour Energy Ltd,AUD,AJQ,equity,AU000000AJQ0,ARMOUR ENERGY LTD,100,100
united states,ARMOUR Residential,ARMOUR Residential REIT Inc,USD,ARR,equity,US0423155078,ARMOUR RESIDENTIAL REIT INC,100,80
united states,Armstrong World Industries,Armstrong World Industries Inc,USD,AWI,equity,US04247X1028,ARMSTRONG WORLD INDUSTRIES,93,100
united states,ArQule,ArQule Inc,USD,ARQL,equity,US04269E1073,ARQULE INC,100,75
united states,Arrow Electronics,Arrow Electronics Inc,USD,ARW,equity,US0427351004,ARROW ELECTRONICS INC,100,89
canada,Arrow Exploration,Arrow Exploration Corp,CAD,AXL,equity,CA04274P1053,ARROW EXPLORATION CORP,100,87
united states,Arrowhead Pharma,Arrowhead Pharmaceuticals Inc,USD,ARWR,equity,US04280A1007,ARROWHEAD PHARMACEUTICALS IN,98,73
japan,Arte Salon,Arte Salon Holdings Inc,JPY,2406,equity,JP3126170004,ARTE SALON HOLDINGS INC,100,61
australia,Artemis Resources,Artemis Resources Ltd,AUD,ARV,equity,AU000000ARV3,ARTEMIS RESOURCES LTD,100,89
hong kong,Artgo Holdings Ltd,Artgo Holdings Ltd,HKD,3313,equity,KYG0509A1067,ARTGO HOLDINGS LTD,100,100
united states,Arthur J Gallagher,Arthur J Gallagher & Co,USD,AJG,equity,US3635761097,ARTHUR J GALLAGHER & CO,100,92
japan,Artiza Networks,Artiza Networks Inc,JPY,6778,equity,JP3126140007,ARTIZA NETWORKS INC,100,88
australia,Aruma Resources Ltd,Aruma Resources Ltd,AUD,AAJ,equity,AU000000AAJ4,ARUMA RESOURCES LTD,100,100
japan,Asahi Group Holdings,"Asahi Group Holdings, Ltd.",JPY,2502,equity,JP3116000005,ASAHI GROUP HOLDINGS LTD,100,91
japan,Asahi Holdings Inc,Asahi Holdings Inc,JPY,5857,equity,JP3116700000,ASAHI HOLDINGS INC,100,100
japan,Asahi Intecc,Asahi Intecc Co Ltd,JPY,7747,equity,JP3110650003,ASAHI INTECC CO LTD,100,77
japan,Asahi Kasei Corp.,Asahi Kasei Corp.,JPY,3407,equity,JP3111200006,ASAHI KASEI CORP,100,100
japan,Asahi Kogyosha,Asahi Kogyosha Co Ltd,JPY,1975,equity,JP3112800002,ASAHI KOGYOSHA CO LTD,100,80
japan,Asante Inc,Asante Inc,JPY,6073,equity,JP3117350003,ASANTE INC,100,100
japan,Asanuma Corp,Asanuma Corp,JPY,1852,equity,JP3110000001,ASANUMA CORP,100,100
united states,Asbury Automotive,Asbury Automotive Group Inc,USD,ABG,equity,US0434361046,ASBURY AUTOMOTIVE GROUP,92,85
united states,Ascent Capital Group,Ascent Capital Group Inc,USD,ASCMA,equity,US0436321089,ASCENT CAPITAL GROUP INC-A,96,87
united states,Ascent Solar,Ascent Solar Technologies Inc,USD,ASTI,equity,US0436355079,ASCENT SOLAR TECHNOLOGIES,93,65
japan,Ascentech,Ascentech KK,JPY,3565,equity,JP3120110006,ASCENTECH KK,100,86
united kingdom,Ascential,Ascential PLC,GBP,ASCL,equity,GB00BYM8GJ06,ASCENTIAL PLC,100,82
japan,Ascot,Ascot Corp,JPY,3264,equity,JP3120060003,ASCOT CORP,100,67
japan,Aseed,Aseed Holdings Co Ltd,JPY,9959,equity,JP3117400006,ASEED HOLDINGS CO LTD,100,38
australia,ASF Group Ltd,ASF Group Ltd,AUD,AFA,equity,AU000000AFA2,ASF GROUP LTD,100,100
japan,Asgent,Asgent Inc,JPY,4288,equity,JP3119910002,ASGENT INC,100,75
united states,ASGN,ASGN Inc,USD,ASGN,equity,US00191U1025,ASGN INC,100,67
united states,Ashford Hospitality,Ashford Hospitality Trust Inc,USD,AHT,equity,US0441031095,ASHFORD HOSPITALITY TRUST,93,86
japan,Ashimori Industry,Ashimori Industry Co Ltd,JPY,3526,equity,JP3118400005,ASHIMORI INDUSTRY CO LTD,100,83
united states,Ashland Global,Ashland Global Holdings Inc,USD,ASH,equity,US0441861046,ASHLAND GLOBAL HOLDINGS INC,100,68
united kingdom,Laura Ashley,Laura Ashley Holdings PLC,GBP,ALY,equity,GB0000533728,ASHLEY (LAURA) HOLDINGS PLC,100,65
australia,Ashley Services Group Ltd,Ashley Services Group Ltd,AUD,ASH,equity,AU000000ASH0,ASHLEY SERVICES GROUP LTD,100,100
united kingdom,Ashmore,Ashmore Group Plc,GBP,ASHM,equity,GB00B132NW22,ASHMORE GROUP PLC.,100,58
