,EOD-Code,EOD-Exchange,EOD-Name,EOD-Type,EOD-Country,EOD-Currency,EOD-ISIN,EOD-previousClose,EOD-previousCloseDate
0,AAP,US,Advance Auto Parts Inc,Common Stock,USA,USD,US00751Y1064,192.66,2022-07-20
1,AWN,F,Advance Auto Parts Inc,Common Stock,Germany,EUR,US00751Y1064,186.0,2022-07-20
0,AAP,AU,Australian Agri Projects,Common Stock,Australia,AUD,AU000000AAP1,0.024,2022-07-20
0,AMD,US,Advanced Micro Devices Inc,Common Stock,USA,USD,US0079031078,89.43,2022-07-20
1,AMD,XETRA,Advanced Micro Devices Inc,Common Stock,Germany,EUR,US0079031078,87.1,2022-07-20
2,AMD,F,Advanced Micro Devices Inc,Common Stock,Germany,EUR,US0079031078,84.81,2022-07-20
0,AMD,AU,Arrow Minerals Ltd,Common Stock,Australia,AUD,AU000000AMD2,0.004,2022-07-20
0,AMD,NEO,Advanced Micro Devices Inc DRC,Common Stock,Canada,CAD,CA00791L1067,17.81,2022-07-20
0,5998,TSE,Advanex Inc,Common Stock,Japan,JPY,JP3213400009,1065.0,2022-07-20
0,ADVANIHOTR,NSE,Advani Hotels & Resorts (India) Limited,Common Stock,India,INR,INE199C01026,72.0,2022-07-20
1,ADVANIHOTR,BSE,ADVANI HOTELS & RESORTS (INDIA) LTD.,Common Stock,India,INR,INE199C01026,71.4,2022-07-20
0,ASIX,US,AdvanSix Inc,Common Stock,USA,USD,US00773T1016,36.27,2022-07-20
0,AAV,TO,Advantage Oil & Gas Ltd.,Common Stock,Canada,CAD,CA00791P1071,9.94,2022-07-20
1,AAVVF,US,Advantage Oil & Gas Ltd.,Common Stock,USA,USD,CA00791P1071,7.71,2022-07-20
0,8769,TSE,Advantage Risk Management Co Ltd,Common Stock,Japan,JPY,JP3122410008,502.0,2022-07-20
0,2600,HK,Aluminum Corp of China Ltd,Common Stock,Hong Kong,HKD,CNE1000001T8,2.87,2022-07-20
0,ADGO,US,Advantego Corporation,Common Stock,USA,USD,US00775N1028,0.0001,2022-07-20
0,6857,TSE,Advantest Corp.,Common Stock,Japan,JPY,JP3122400009,7560.0,2022-07-20
0,ADVT,US,Advantis Corp,Common Stock,USA,USD,US0076141003,0.0001,2022-07-20
0,ADZN,V,Adventus Mining Corp,Common Stock,Canada,CAD,CA00791E1025,0.41,2022-07-20
0,ADVM,US,Adverum Biotechnologies Inc,Common Stock,USA,USD,US00773U1088,1.74,2022-07-20
0,AADR,US,AdvisorShares Dorsey Wright ADR ETF,ETF,USA,USD,US00768Y2063,48.84,2022-07-20
0,ADH,AU,Adairs Ltd,Common Stock,Australia,AUD,AU000000ADH2,2.37,2022-07-20
0,ADH,JSE,Advtech,Common Stock,South Africa,ZAC,ZAE000031035,1655.0,2022-07-20
0,2489,TSE,Adways Inc,Common Stock,Japan,JPY,JP3121970002,700.0,2022-07-20
0,ADX,AU,Adx Energy Ltd,Common Stock,Australia,AUD,AU000000ADX9,0.008,2022-07-20
0,ADYX,US,Adynxx Inc,Common Stock,USA,USD,US00784D1037,0.0003,2022-07-20
0,000738,SHE,Aecc Aero Engine Control Co Ltd,Common Stock,China,CNY,CNE000000RM5,29.33,2022-07-20
0,ACM,US,Aecom Technology Corporation,Common Stock,USA,USD,US00766T1007,67.22,2022-07-20
0,AED,BR,Aedifica,Common Stock,Belgium,EUR,BE0003851681,95.6,2022-07-20
0,AEGISCHEM,NSE,Aegis Logistics Limited,Common Stock,India,INR,INE208C01025,211.35,2022-07-20
1,500003,BSE,Aegis Logistics Limited,Common Stock,India,INR,INE208C01025,211.5,2022-07-20
2,AEGISLOG,BSE,AEGIS LOGISTICS LTD.,Common Stock,India,INR,INE208C01025,211.5,2022-07-20
0,AGLE,US,Aeglea Bio Therapeutics Inc,Common Stock,USA,USD,US00773J1034,0.474,2022-07-20
0,AMTX,US,Aemetis Inc,Common Stock,USA,USD,US00770K2024,5.76,2022-07-20
0,AOLS,US,Aeolus Pharmaceuticl,Common Stock,USA,USD,US00765G1094,0.0001,2022-07-20
0,600469,SHG,Aeolus Tyre Co Ltd,Common Stock,China,CNY,CNE000001G46,4.89,2022-07-20
0,8570,TSE,Aeon Financial Service Co Ltd,Common Stock,Japan,JPY,JP3131400008,1366.0,2022-07-20
0,AGHC,US,Aeon Global Health Corp,Common Stock,USA,USD,US00774U1079,0.0001,2022-07-20
0,8905,TSE,Aeon Mall Co Ltd,Common Stock,Japan,JPY,JP3131430005,1664.0,2022-07-20
0,AQS,V,Aequus Pharmaceuticals Inc,Common Stock,Canada,CAD,CA0076361033,0.075,2022-07-20
0,AER,US,AerCap Holdings NV,Common Stock,USA,USD,NL0000687663,43.59,2022-07-20
0,AER,AU,Aeeris Ltd,Common Stock,Australia,AUD,AU000000AER9,0.11,2022-07-20
0,AERI,US,Aerie Pharmace,Common Stock,USA,USD,US00771V1089,7.75,2022-07-20
0,AERS,LSE,Aquila European Renewables Income Fund PLC,ETF,UK,GBX,GB00BK6RLF66,86.0,2022-07-20
0,AEI,AU,Aeris Environmental Ltd,Common Stock,Australia,AUD,AU000000AEI8,0.057,2022-07-20
0,AEI,US,Alset Ehome International Inc,Common Stock,USA,USD,US02116A1043,0.3219,2022-07-20
0,AIS,AU,Aeris Resources Ltd,Common Stock,Australia,AUD,AU000000AIS8,0.4,2022-07-20
0,AIS,V,AIS Resources Ltd,Common Stock,Canada,CAD,CA0014311058,0.025,2022-07-20
0,AKOM,PA,Aerkomm Inc,Common Stock,France,EUR,US00774B2088,8.0,2022-07-20
0,AFLT,PA,Amundi Index Solutions - Amundi Floating Rate USD Corporate ESG - UCITS ETF DR - USD (C),ETF,France,USD,LU1681040900,110.7918,2022-07-20
1,USFRN,MI,Amundi Index Solutions - Amundi Floating Rate USD Corporate ESG - UCITS ETF DR - USD (C),ETF,Italy,EUR,LU1681040900,108.65,2022-07-20
2,FRNU,XETRA,Amundi Index Solutions - Amundi Floating Rate USD Corporate ESG - UCITS ETF DR - USD (C),ETF,Germany,EUR,LU1681040900,108.595,2022-07-20
0,AFLT,MCX,Aeroflot,Common Stock,Russia,RUB,RU0009062285,26.6,2022-07-20
0,AJRD,US,Aerojet Rocketdyne Holdings Inc,Common Stock,USA,USD,US0078001056,42.97,2022-07-20
0,000901,SHE,Aerospace Hi-Tech Holding Group Co Ltd,Common Stock,China,CNY,CNE000000Y86,9.58,2022-07-20
0,600501,SHG,Aerosun Corp,Common Stock,China,CNY,CNE000001857,11.44,2022-07-20
0,AVAV,US,AeroVironment Inc,Common Stock,USA,USD,US0080731088,82.68,2022-07-20
0,AES,US,The AES Corporation,Common Stock,USA,USD,US00130H1059,19.98,2022-07-20
0,8341,TSE,The 77 Bank Ltd,Common Stock,Japan,JPY,JP3352000008,1740.0,2022-07-20
0,AEZS,US,Aeterna Zentaris Inc,Common Stock,USA,USD,CA0079754028,4.625,2022-07-20
1,AEZS,TO,Aeterna Zentaris Inc,Common Stock,Canada,CAD,CA0079754028,0.245,2022-07-20
2,ET82,F,Aeterna Zentaris Inc,Common Stock,Germany,EUR,CA0079754028,0.1929,2022-07-20
0,TB8A,F,Afentra PLC,Common Stock,Germany,EUR,GB00B4X3Q493,0.149,2022-07-19
0,AEVS,SW,Aevis Victoria SA,Common Stock,Switzerland,CHF,CH0478634105,18.75,2022-07-20
0,L38,SG,AF Global Limited,Common Stock,Singapore,SGD,SG1C01001033,0.095,2022-07-20
0,AFAGR,HE,Afarak Group Oyj,Common Stock,Finland,EUR,FI0009800098,0.346,2022-07-20
0,AFHL,TA,Afcon Holdings Ltd,Common Stock,Israel,ILA,IL0005780130,15430.0,2022-07-20
0,ACS,V,Archon Minerals Ltd,Common Stock,Canada,CAD,CA03958A1030,0.17,2022-07-19
0,ACS,MC,ACS Actividades de Construccion y Servicios SA,Common Stock,Spain,EUR,ES0167050915,21.78,2022-07-20
1,0HAC,LSE,ACS Actividades de Construccion y Servicios SA,Common Stock,UK,EUR,ES0167050915,21.74,2022-07-20
0,ACS,AU,Accent Resources NL,Common Stock,Australia,AUD,AU000000ACS1,0.046,2022-07-20
0,ABVG,US,Affinity Beverage Group Inc,Common Stock,USA,USD,US00831F1012,0.0001,2022-07-20
0,AFYG,US,Affinity Gold Corp,Common Stock,USA,USD,US00829M1009,0.0001,2022-07-20
0,AFF,V,Affinity Metals Corp,Common Stock,Canada,CAD,CA00827Y1060,0.05,2022-07-19
0,1466,TSE,Daiwa Japan JPX-Nikkei 400 Double Inverse,ETF,Japan,JPY,JP3048020006,1837.0,2022-07-20
0,1466,HK,Affluent Partners Holdings Ltd,Common Stock,Hong Kong,HKD,KYG0130B1014,0.238,2022-07-20
0,AFFY,US,Affymax Inc.,Common Stock,USA,USD,US00826A1097,0.0062,2022-07-20
0,LUXG,LSE,Amundi S&P Global Luxury UCITS,ETF,UK,GBX,LU1681048713,15530.0,2022-07-20
1,LUXU,LSE,Amundi S&P Global Luxury UCITS,ETF,UK,USD,LU1681048713,186.17,2022-07-20
2,LUXU,PA,Amundi S&P Global Luxury UCITS,ETF,France,USD,LU1681048713,186.277,2022-07-20
0,AFL,US,Aflac Inc,Common Stock,USA,USD,US0010551028,54.7,2022-07-20
0,AFL,AU,AF Legal Group Ltd,Common Stock,Australia,AUD,AU0000048001,0.39,2022-07-20
0,AEC,ST,Africa Energy Corp.,Common Stock,Sweden,SEK,CA00830W1059,2.385,2022-07-20
1,AFE,V,Africa Energy Corp,Common Stock,Canada,CAD,CA00830W1059,0.295,2022-07-19
0,AFGC,US,American Financial Group Inc,Common Stock,USA,USD,US0259328807,22.45,2022-07-20
0,AFRE,TA,Africa Israel Residences Ltd,Common Stock,Israel,ILA,IL0010979487,18330.0,2022-07-20
0,AOI,ST,Africa Oil Corp,Common Stock,Sweden,SEK,CA00829Q1019,17.3,2022-07-20
1,AOI,TO,Africa Oil Corp,Common Stock,Canada,CAD,CA00829Q1019,2.21,2022-07-20
2,AOIFF,US,Africa Oil Corp,Common Stock,USA,USD,CA00829Q1019,1.7,2022-07-20
0,TRE,V,Toubani Resources Inc,Common Stock,Canada,CAD,CA89157R1047,0.18,2022-07-20
1,AGG,V,African Gold Group Inc,Common Stock,Canada,CAD,CA89157R1047,0.175,2022-07-19
0,AAL,US,American Airlines Group,Common Stock,USA,USD,US02376R1023,15.21,2022-07-20
1,A1G,F,American Airlines Group,Common Stock,Germany,EUR,US02376R1023,14.72,2022-07-20
0,A1G,AU,African Gold Ltd,Common Stock,Australia,AUD,AU0000036949,0.093,2022-07-20
0,ARI,US,Apollo Commercial Real Estate Finance Inc,Common Stock,USA,USD,US03762U1051,11.33,2022-07-20
0,ARI,JSE,African Rainbow Minerals Ltd,Common Stock,South Africa,ZAC,ZAE000054045,21549.0,2022-07-20
0,AFTM,US,Aftermaster Inc,Common Stock,USA,USD,US00831X1028,0.0001,2022-07-20
0,AFN,TO,Ag Growth International Inc,Common Stock,Canada,CAD,CA0011811068,32.41,2022-07-20
1,AGGZF,US,Ag Growth International Inc,Common Stock,USA,USD,CA0011811068,25.13,2022-07-20
0,MITT,US,AG Mortgage Investment Trust Inc,Common Stock,USA,USD,US0012285013,7.39,2022-07-20
0,AGARIND,NSE,Agarwal Industrial Corporation Limited,Common Stock,India,INR,INE204E01012,466.15,2022-07-20
1,531921,BSE,Agarwal Industrial Corporation Limited,Common Stock,India,INR,INE204E01012,464.9,2022-07-20
2,AGARIND,BSE,AGARWAL INDUSTRIAL CORPORATION LTD.,Common Stock,India,INR,INE204E01012,464.9,2022-07-20
0,5201,TSE,AGC Inc,Common Stock,Japan,JPY,JP3112000009,4865.0,2022-07-20
0,AGCO,US,AGCO Corporation,Common Stock,USA,USD,US0010841023,99.2,2022-07-20
0,UAVS,US,Ageagle Aerial Systems Inc,Common Stock,USA,USD,US00848K1016,0.68,2022-07-20
0,AUDC,TA,AudioCodes Ltd,Common Stock,Israel,ILA,IL0010829658,7934.0,2022-07-20
1,AUDC,US,AudioCodes Ltd,Common Stock,USA,USD,USM153421047,23.4,2022-07-20
0,AU1,AU,Agency Group Australia Ltd,Common Stock,Australia,AUD,AU000000AU12,0.04,2022-07-20
0,AGEN,US,Agenus Inc,Common Stock,USA,USD,US00847G7051,2.86,2022-07-20
0,AFGVY,US,Agfa Gevaert NV ADR,Common Stock,USA,USD,US00846M1099,8.31,2022-07-20
0,3383,HK,Agile Group Holdings Ltd,Common Stock,Hong Kong,HKD,KYG011981035,2.61,2022-07-20
0,AGRX,US,Agile Thrpe,Common Stock,USA,USD,US00847L2097,0.59,2022-07-20
0,A,US,Agilent Technologies Inc,Common Stock,USA,USD,US00846U1016,119.86,2022-07-20
0,A,V,Armor Minerals Inc,Common Stock,Canada,CAD,CA04226J1084,0.61,2022-07-20
0,AGYS,US,Agilysys Inc,Common Stock,USA,USD,US00847J1051,50.68,2022-07-20
0,AGIO,US,Agios Pharm,Common Stock,USA,USD,US00847X1046,21.9,2022-07-20
0,AGMH,US,AGM Group Holdings Inc Class A,Common Stock,USA,USD,VGG0132V1058,1.92,2022-07-20
0,AEM,US,Agnico Eagle Mines Limited,Common Stock,USA,USD,CA0084741085,41.04,2022-07-20
1,AEM,TO,Agnico Eagle Mines Limited,Common Stock,Canada,CAD,CA0084741085,52.86,2022-07-20
0,9704,TSE,Agora Hospitality Group Co Ltd,Common Stock,Japan,JPY,JP3561200001,22.0,2022-07-20
0,3467,TSE,Agratio Urban Design Inc,Common Stock,Japan,JPY,JP3108170006,1501.0,2022-07-20
0,1288,HK,Agricultural Bank Of China,Common Stock,Hong Kong,HKD,CNE100000Q43,2.57,2022-07-20
1,ACGBF,US,Agricultural Bank Of China,Common Stock,USA,USD,CNE100000Q43,0.3163,2022-07-20
0,AGCO,US,AGCO Corporation,Common Stock,USA,USD,US0010841023,99.2,2022-07-20
0,EURI,US,Agrieuro Corp,Common Stock,USA,USD,US00853R1086,0.0,2022-07-08
0,ANO,AU,Advance Nanotek Ltd,Common Stock,Australia,AUD,AU000000ANO7,2.3,2022-07-20
0,AGTK,US,Agritek Holdings Inc,Common Stock,USA,USD,US00856J2024,0.0001,2022-07-20
0,AGTA,LSE,Agriterra Limited,Common Stock,UK,GBX,GG00BDG13C09,4.725,2022-07-20
0,AGROPHOS,NSE,Agro Phos India Limited,Common Stock,India,INR,INE740V01019,31.35,2022-07-20
0,ATFL,NSE,Agro Tech Foods Limited,Common Stock,India,INR,INE209A01019,849.2,2022-07-20
1,ATFL,BSE,AGRO TECH FOODS LTD.,Common Stock,India,INR,INE209A01019,846.15,2022-07-20
0,4955,TSE,Agro-Kanesho Co Ltd,Common Stock,Japan,JPY,JP3108200001,1316.0,2022-07-20
0,AGFS,US,AgroFresh Solutions Inc,Common Stock,USA,USD,US00856G1094,1.66,2022-07-20
0,ATR,US,AptarGroup Inc,Common Stock,USA,USD,US0383361039,101.82,2022-07-20
0,AGT,LSE,AVI Global Trust PLC,Common Stock,UK,GBX,GB00BLH3CY60,183.6,2022-07-20
0,AGT,US,iShares MSCI Argentina and Global Exposure ETF,ETF,USA,USD,US46435G2764,21.4509,2022-07-20
0,AGT,WAR,Agroton Public Ltd.,Common Stock,Poland,PLN,CY0101062111,3.57,2022-07-20
0,8279,TSE,Yaoko Co Ltd,Common Stock,Japan,JPY,JP3930200005,6470.0,2022-07-20
0,8279,HK,AGTech Holdings Ltd,Common Stock,Hong Kong,HKD,BMG0135Z1032,0.285,2022-07-20
0,AGR,AU,Aguia Resources Ltd,Common Stock,Australia,AUD,AU000000AGR4,0.049,2022-07-20
0,AGL,AU,AGL Energy Ltd,Common Stock,Australia,AUD,AU000000AGL7,8.37,2022-07-20
0,AGL,MI,Autogrill SpA,Common Stock,Italy,EUR,IT0001137345,6.452,2022-07-20
1,0DHJ,LSE,Autogrill SpA,Common Stock,UK,EUR,IT0001137345,6.483,2022-07-20
0,AGL,US,agilon health Inc,Common Stock,USA,USD,US00857U1079,26.46,2022-07-20
0,AGL,V,Aguila American Gold Ltd,Common Stock,Canada,CAD,CA0086331091,0.21,2022-07-19
0,AAL,LSE,Anglo American PLC,Common Stock,UK,GBX,GB00B1XZS820,2604.0,2022-07-20
1,AGL,JSE,Anglo American PLC,Common Stock,South Africa,ZAC,GB00B1XZS820,54086.0,2022-07-20
2,AAM,SW,Anglo American plc,Common Stock,Switzerland,CHF,GB00B1XZS820,28.2,2022-07-18
0,HES,US,Hess Corporation,Common Stock,USA,USD,US42809H1077,104.92,2022-07-20
0,AHC,AU,Austco Healthcare Ltd,Common Stock,Australia,AUD,AU0000120818,0.115,2022-07-20
0,5852,TSE,Ahresty Corp,Common Stock,Japan,JPY,JP3100600000,373.0,2022-07-20
0,3076,TSE,Ai Holdings Corp,Common Stock,Japan,JPY,JP3105090009,1647.0,2022-07-20
0,AIEQ,US,AI Powered Equity ETF,ETF,USA,USD,US26924G8134,33.0123,2022-07-20
0,AIAENG,NSE,AIA Engineering Limited,Common Stock,India,INR,INE212H01026,2405.8,2022-07-20
1,532683,BSE,AIA Engineering Limited,Common Stock,India,INR,INE212H01026,2407.55,2022-07-20
2,AIAENG,BSE,AIA ENGINEERING LTD.,Common Stock,India,INR,INE212H01026,2407.55,2022-07-20
0,01299,HK,AIA Group Ltd,Common Stock,Hong Kong,HKD,HK0000069689,83.15,2022-07-20
1,1299,HK,AIA Group Ltd,Common Stock,Hong Kong,HKD,HK0000069689,83.15,2022-07-20
2,AAIGF,US,AIA Group Ltd,Common Stock,USA,USD,HK0000069689,10.54,2022-07-20
0,5482,TSE,Aichi Steel Corp,Common Stock,Japan,JPY,JP3103600007,2156.0,2022-07-20
0,8515,TSE,Aiful Corp,Common Stock,Japan,JPY,JP3105040004,376.0,2022-07-20
0,9854,TSE,Aigan Co Ltd,Common Stock,Japan,JPY,JP3101000002,177.0,2022-07-20
0,ALRN,US,Aileron Therapeutics Inc,Common Stock,USA,USD,US00887A1051,0.2208,2022-07-20
0,9627,TSE,Ain Pharmaciez Inc,Common Stock,Japan,JPY,JP3105250009,7390.0,2022-07-20
0,AINO,ST,Aino Health AB,Common Stock,Sweden,SEK,SE0009242555,0.522,2022-07-20
0,6718,TSE,Aiphone Co Ltd,Common Stock,Japan,JPY,JP3105050003,1847.0,2022-07-20
0,AC,PA,Accor S. A.,Common Stock,France,EUR,FR0000120404,28.63,2022-07-20
1,0H59,LSE,Accor SA,Common Stock,UK,EUR,FR0000120404,28.615,2022-07-20
0,AC,TO,Air Canada,Common Stock,Canada,CAD,CA0089118776,17.67,2022-07-20
0,AC,US,Associated Capital Group Inc,Common Stock,USA,USD,US0455281065,38.9,2022-07-20
0,AC,MX,Arca Continental S.A.B. de C.V,Common Stock,Mexico,MXN,MX01AC100006,129.99,2022-07-20
0,AIRYY,US,Air China Ltd ADR,Common Stock,USA,USD,US00910M1009,16.0,2022-07-20
0,APD,US,Air Products and Chemicals Inc,Common Stock,USA,USD,US0091581068,231.63,2022-07-20
0,AIRAN,NSE,Airan Limited,Common Stock,India,INR,INE645W01026,20.0,2022-07-20
0,ABPR,US,Airborne Security & Protective Services Inc,Common Stock,USA,USD,US00927Q1022,0.0005,2022-07-20
0,ABWN,US,Airborne Wireless Network,Common Stock,USA,USD,US00928L3006,0.0001,2022-07-20
0,BOS,TO,AirBoss of America Corp.,Common Stock,Canada,CAD,CA00927V2003,16.01,2022-07-20
0,BOS,WAR,Bank Ochrony Środowiska SA,Common Stock,Poland,PLN,PLBOS0000019,7.63,2022-07-20
0,AIR,US,AAR Corp,Common Stock,USA,USD,US0003611052,45.02,2022-07-20
0,0KVV,LSE,Airbus Group SE,Common Stock,UK,EUR,NL0000235190,104.44,2022-07-20
1,AIR,PA,Airbus Group SE,Common Stock,France,EUR,NL0000235190,104.66,2022-07-20
2,AIR,XETRA,Airbus SE,Common Stock,Germany,EUR,NL0000235190,104.7,2022-07-20
3,AIR,MC,Airbus Group SE,Common Stock,Spain,EUR,NL0000235190,104.94,2022-07-20
4,EADSF,US,Airbus Group SE,Common Stock,USA,USD,NL0000235190,106.15,2022-07-20
5,AIR,MI,Airbus Group SE,Common Stock,Italy,EUR,NL0000235190,104.78,2022-07-20
0,AIR,V,Clean Air Metals Inc,Common Stock,Canada,CAD,CA18452Y1007,0.175,2022-07-20
0,AIRG,US,Airgain Inc,Common Stock,USA,USD,US00938A1043,8.46,2022-07-20
0,ARG,AU,Argo Investments Ltd,Common Stock,Australia,AUD,AU000000ARG4,9.44,2022-07-20
0,ARG,TO,Amerigo Resources Ltd.,Common Stock,Canada,CAD,CA03074G1090,1.17,2022-07-20
1,ARREF,US,Amerigo Resources Ltd.,Common Stock,USA,USD,CA03074G1090,0.91,2022-07-20
0,ARG,PA,Argan SA,Common Stock,France,EUR,FR0010481960,94.0,2022-07-20
0,ARG,LSE,Argos Resources Ltd,Common Stock,UK,GBX,FK0114538241,1.75,2022-07-01
0,ANTE,US,Airnet Technology Inc,Common Stock,USA,USD,US00941Q1040,1.41,2022-07-20
0,ARPT,TA,Airport City Ltd,Common Stock,Israel,ILA,IL0010958358,6214.0,2022-07-20
0,8864,TSE,Airport Facilities Co Ltd,Common Stock,Japan,JPY,JP3266050008,550.0,2022-07-20
0,AIPUY,US,Airports of Thailand PCL ADR,Common Stock,USA,USD,US00950R1005,19.81,2022-07-20
0,AIRO,TA,Airobotics Ltd,Common Stock,Israel,ILS,IL0011793739,188.8,2022-07-20
0,6291,TSE,Airtech Japan Ltd,Common Stock,Japan,JPY,JP3688100001,1037.0,2022-07-20
0,AAF,LSE,Airtel Africa Plc,Common Stock,UK,GBX,GB00BKDRYJ47,164.7,2022-07-20
0,6191,TSE,AirTrip Corp,Common Stock,Japan,JPY,JP3167240005,2380.0,2022-07-20
0,7283,TSE,Aisan Industry Co Ltd,Common Stock,Japan,JPY,JP3101600009,722.0,2022-07-20
0,4667,TSE,Aisan Technology Co Ltd,Common Stock,Japan,JPY,JP3101800005,1692.0,2022-07-20
0,7259,TSE,Aisin Seiki Ltd,Common Stock,Japan,JPY,JP3102000001,4275.0,2022-07-20
0,600271,SHG,Aisino Corp,Common Stock,China,CNY,CNE000001FB1,10.89,2022-07-20
0,9381,TSE,AIT Corp,Common Stock,Japan,JPY,JP3160050005,1862.0,2022-07-20
0,AIXA,XETRA,AIXTRON SE,Common Stock,Germany,EUR,DE000A0WMPJ6,25.23,2022-07-20
1,0NP9,LSE,Aixtron SE,Common Stock,UK,EUR,DE000A0WMPJ6,25.145,2022-07-20
2,AIXA,F,AIXTRON SE,Common Stock,Germany,EUR,DE000A0WMPJ6,25.09,2022-07-20
0,8708,TSE,Aizawa Securities Co Ltd,Common Stock,Japan,JPY,JP3101850000,726.0,2022-07-20
0,AJB,LSE,AJ Bell plc,Common Stock,UK,GBX,GB00BFZNLB60,287.4,2022-07-20
0,AJL,AU,AJ Lucas Group Ltd,Common Stock,Australia,AUD,AU000000AJL1,0.081,2022-07-20
0,AJANTPHARM,NSE,Ajanta Pharma Limited,Common Stock,India,INR,INE031B01049,1293.45,2022-07-20
1,AJANTPHARM,BSE,AJANTA PHARMA LTD.,Common Stock,India,INR,INE031B01049,1294.9,2022-07-20
0,2802,TSE,Ajinomoto Co. Inc.,Common Stock,Japan,JPY,JP3119600009,3455.0,2022-07-20
0,2802,HK,iShares MSCI Emerging Asia ETF,ETF,Hong Kong,EUR,HK0000051851,52.0,2022-07-20
0,AJMERA,NSE,Ajmera Realty & Infra India Limited,Common Stock,India,INR,INE298G01027,265.85,2022-07-20
1,AJMERA,BSE,AJMERA REALTY & INFRA INDIA LTD.,Common Stock,India,INR,INE298G01027,266.4,2022-07-20
0,1789,TSE,ETS Holdings Co Ltd,Common Stock,Japan,JPY,JP3934500004,641.0,2022-07-20
0,1789,HK,AK Medical Holdings Ltd,Common Stock,Hong Kong,HKD,KYG020141019,6.17,2022-07-20
0,AKAM,US,Akamai Technologies Inc,Common Stock,USA,USD,US00971T1016,89.79,2022-07-20
0,AKTX,US,Akari Therapeutics PLC,Common Stock,USA,USD,US00972G1085,0.8399,2022-07-20
0,AKBA,US,Akebia Ther,Common Stock,USA,USD,US00972D1054,0.442,2022-07-20
0,7238,TSE,Akebono Brake Industry Co Ltd,Common Stock,Japan,JPY,JP3108400007,158.0,2022-07-20
0,AKER,OL,Aker ASA,Common Stock,Norway,NOK,NO0010234552,737.5,2022-07-20
1,0MJX,LSE,Aker ASA,Common Stock,UK,NOK,NO0010234552,731.25,2022-07-20
0,KERN,US,Akerna Corp,Common Stock,USA,USD,US00973W1027,0.168,2022-07-20
0,KER,PA,Kering SA,Common Stock,France,EUR,FR0000121485,526.8,2022-07-20
1,0IIH,LSE,Kering SA,Common Stock,UK,EUR,FR0000121485,527.05,2022-07-20
0,AKRO,US,Akero Therapeutics Inc,Common Stock,USA,USD,US00973Y1082,11.36,2022-07-20
0,1380,TSE,Akikawa Foods & Farms Co Ltd,Common Stock,Japan,JPY,JP3107400008,1044.0,2022-07-20
0,1380,HK,China Kingstone Mining Holdings Ltd,Common Stock,Hong Kong,HKD,BMG2119K1100,0.019,2022-07-20
0,8343,TSE,Akita Bank Ltd,Common Stock,Japan,JPY,JP3107600003,1707.0,2022-07-20
0,AKTS,US,Akoustis Technologies Inc,Common Stock,USA,USD,US00973N1028,4.15,2022-07-20
0,AKSHOPTFBR,NSE,Aksh Optifibre Limited,Common Stock,India,INR,INE523B01011,9.65,2022-07-20
1,AKSHOPTFBR,BSE,AKSH OPTIFIBRE LTD.,Common Stock,India,INR,INE523B01011,9.69,2022-07-20
2,532351,BSE,Aksh Optifibre Limited,Common Stock,India,INR,INE523B01011,9.69,2022-07-20
0,AKSHARCHEM,NSE,AksharChem India Limited,Common Stock,India,INR,INE542B01011,290.7,2022-07-20
1,524598,BSE,AksharChem (India) Limited,Common Stock,India,INR,INE542B01011,290.8,2022-07-20
2,AKSCHEM,BSE,AKSHARCHEM (INDIA) LTD.-$,Common Stock,India,INR,INE542B01011,290.8,2022-07-20
0,AKTIA,HE,Aktia Bank Abp,Common Stock,Finland,EUR,FI4000058870,9.17,2022-07-20
0,AKZOINDIA,NSE,Akzo Nobel India Limited,Common Stock,India,INR,INE133A01011,1925.3,2022-07-20
1,AKZOINDIA,BSE,Akzo Nobel India Limited,Common Stock,India,INR,INE133A01011,1928.25,2022-07-20
0,AKZA,AS,Akzo Nobel NV,Common Stock,Netherlands,EUR,NL0013267909,65.32,2022-07-20
1,AKU1,F,Akzo Nobel NV,Common Stock,Germany,EUR,NL0013267909,65.04,2022-07-20
0,ASR,US,Grupo Aeroportuario del Sureste SAB de CV ADR,Common Stock,USA,USD,US40051E2028,187.91,2022-07-20
1,AEDA,F,Grupo Aeroportuario del Sureste SAB de CV ADR,Common Stock,Germany,EUR,US40051E2028,183.0,2022-07-20
0,ASR,MI,A.S. Roma S.P.A,Common Stock,Italy,EUR,IT0001008876,0.4495,2022-07-20
0,TNR,AU,Torian Resources Limited,Common Stock,Australia,AUD,AU0000222663,0.022,2022-07-20
1,ASR,AU,Asra Minerals Ltd,Common Stock,Australia,AUD,AU0000222663,0.022,2022-07-20
0,AGI,AU,Ainsworth Game Technology Ltd,Common Stock,Australia,AUD,AU000000AGI3,0.83,2022-07-20
0,AGI,US,Alamos Gold Inc,Common Stock,USA,USD,CA0115321089,7.17,2022-07-20
1,AGI,TO,Alamos Gold Inc,Common Stock,Canada,CAD,CA0115321089,9.24,2022-07-20
0,HSIL,NSE,HSIL Limited,Common Stock,India,INR,INE415A01038,208.45,2022-07-12
1,AGI,BSE,Agi Greenpac Ltd,Common Stock,India,INR,INE415A01038,212.85,2022-07-20
2,AGI,NSE,AGI Greenpac Limited,Common Stock,India,INR,INE415A01038,213.35,2022-07-20
0,ALAN,US,Alanco Tech Inc,Common Stock,USA,USD,US0116127020,0.0299,2022-07-20
